episode,reward,length,x_pos,epsilon,loss,flag_reached,time
74,37.00,137,1415,0.0200,0.586927,0,215.7
75,12.30,195,1410,0.0200,0.578731,0,217.5
76,-30.50,30,315,0.0200,0.598442,0,217.8
77,96.30,322,2751,0.0200,0.610773,0,220.9
78,-7.30,68,699,0.0200,0.651522,0,221.6
79,34.40,142,1409,0.0200,0.701210,0,222.9
80,75.80,192,2024,0.0200,0.769660,0,224.9
81,-612.90,2005,2402,0.0200,1.051858,0,245.2
82,-18.00,145,898,0.0200,0.754418,0,246.7
83,-16.50,137,883,0.0200,0.806944,0,248.1
84,6.50,140,1122,0.0200,0.838297,0,249.5
85,56.50,153,1675,0.0200,0.770812,0,251.2
86,-5.70,59,677,0.0200,0.833583,0,251.8
87,-629.30,2005,2227,0.0200,0.746094,0,271.0
88,69.10,208,2021,0.0200,0.627727,0,273.2
89,27.90,160,1418,0.0200,0.618400,0,274.8
90,-7.30,64,683,0.0200,0.581726,0,275.5
91,-11.30,107,815,0.0200,0.766605,0,276.6
92,69.60,204,2010,0.0200,0.611443,0,278.8
93,62.00,203,1932,0.0200,0.640552,0,280.8
94,-4.70,307,1679,0.0200,0.801272,0,283.8
95,23.90,433,2471,0.0200,0.651631,0,288.3
96,50.50,195,1785,0.0200,0.675699,0,290.2
97,-29.90,28,313,0.0200,0.690600,0,290.5
98,-29.70,28,315,0.0200,0.548423,0,290.8
99,55.30,155,1673,0.0200,0.672760,0,292.4
100,63.30,203,1943,0.0200,0.658188,0,294.6
101,547.50,672,3161,0.0200,0.667067,1,301.4
102,36.60,138,1417,0.0200,0.753477,0,302.7
103,36.80,135,1407,0.0200,0.754356,0,303.9
104,63.90,171,1821,0.0200,0.741232,0,305.5
105,59.60,173,1786,0.0200,0.678431,0,307.1
106,-9.20,68,678,0.0200,0.636650,0,307.8
107,20.20,113,1153,0.0200,0.648159,0,308.8
108,-390.30,1469,2471,0.0200,0.643434,0,324.5
109,512.60,759,3161,0.0200,0.952120,1,332.1
110,62.20,169,1796,0.0200,1.102426,0,333.8
111,73.50,193,2005,0.0200,0.896372,0,335.7
112,46.10,246,1945,0.0200,1.026545,0,338.2
113,35.40,167,1522,0.0200,0.884123,0,339.9
114,17.50,110,1122,0.0200,0.881331,0,341.0
115,57.90,177,1785,0.0200,0.846272,0,342.8
116,51.60,162,1662,0.0200,0.823763,0,344.4
117,21.70,108,1149,0.0200,0.744187,0,345.5
118,72.30,200,2023,0.0200,0.996905,0,347.5
119,31.90,146,1412,0.0200,0.764873,0,348.9
120,30.70,244,1781,0.0200,0.802705,0,351.4
121,-30.00,28,312,0.0200,0.778072,0,351.6
122,-30.10,28,311,0.0200,0.775791,0,351.9
123,43.90,144,1515,0.0200,0.994519,0,353.4
124,-14.20,88,708,0.0200,0.710288,0,354.2
125,-29.70,27,311,0.0200,0.773459,0,354.5
126,-11.90,110,819,0.0200,0.713817,0,355.6
127,-29.70,28,315,0.0200,0.666796,0,355.9
128,44.00,147,1526,0.0200,0.786673,0,357.3
129,61.30,341,2474,0.0200,0.821696,0,360.8
130,-17.30,535,2466,0.0200,0.855689,0,366.1
131,41.50,152,1521,0.0200,0.926636,0,367.6
132,54.70,157,1675,0.0200,0.847995,0,369.2
133,17.10,214,1525,0.0200,0.761601,0,371.3
134,60.30,170,1783,0.0200,0.768538,0,373.1
135,61.00,337,2466,0.0200,0.788816,0,376.4
136,53.50,159,1671,0.0200,0.818583,0,378.0
137,35.20,165,1512,0.0200,0.810959,0,379.7
138,60.80,208,1938,0.0200,0.762903,0,381.8
139,57.00,230,1992,0.0200,0.702226,0,384.2
140,59.50,174,1791,0.0200,0.702037,0,385.9
141,60.80,210,1946,0.0200,0.762653,0,388.1
142,39.20,152,1498,0.0200,0.728054,0,389.6
143,-4.10,266,1521,0.0200,0.768730,0,392.3
144,-9.10,114,863,0.0200,0.709090,0,393.4
145,65.70,200,1955,0.0200,0.704609,0,395.5
146,5.80,154,1221,0.0200,0.863562,0,397.0
147,59.90,174,1793,0.0200,0.738973,0,398.8
148,74.60,194,2022,0.0200,0.775798,0,400.8
149,49.20,200,1792,0.0200,0.773230,0,402.8
150,-29.20,27,314,0.0200,0.618730,0,403.1
151,-29.50,27,311,0.0200,0.656577,0,403.3
152,45.00,378,2466,0.0200,0.741016,0,407.1
153,56.20,222,1950,0.0200,0.811752,0,409.4
154,58.50,175,1785,0.0200,0.695948,0,411.1
155,43.10,148,1521,0.0200,0.778766,0,412.6
156,153.60,1657,3161,0.0200,0.804540,1,429.3
157,58.90,176,1791,0.0200,1.090885,0,431.1
158,13.60,346,2020,0.0200,0.989518,0,434.6
159,58.50,175,1785,0.0200,1.004221,0,436.4
160,59.30,233,2023,0.0200,0.903625,0,438.7
161,64.70,162,1793,0.0200,1.027220,0,440.4
162,3.30,170,1269,0.0200,0.924266,0,442.1
163,16.30,139,1254,0.0200,0.798051,0,443.5
164,-13.20,81,692,0.0200,0.791797,0,444.4
165,69.30,207,2019,0.0200,0.938488,0,446.5
166,42.40,148,1514,0.0200,0.882146,0,448.0
167,-5.40,59,682,0.0200,0.717138,0,448.6
168,-5.40,58,676,0.0200,0.892303,0,449.2
169,-8.90,74,707,0.0200,1.033514,0,449.9
170,-11.10,78,701,0.0200,0.830551,0,450.7
171,56.80,237,2016,0.0200,0.842450,0,453.2
172,-13.10,82,697,0.0200,0.948763,0,454.0
173,71.50,202,2021,0.0200,0.920554,0,456.1
174,41.60,152,1522,0.0200,0.896553,0,457.6
175,59.40,233,2024,0.0200,0.975598,0,460.0
176,54.20,188,1794,0.0200,0.963633,0,461.9
177,74.40,378,2754,0.0200,0.869305,0,465.8
178,-29.80,27,310,0.0200,0.902850,0,466.0
179,62.80,209,1964,0.0200,0.899382,0,468.2
180,72.50,199,2021,0.0200,0.786757,0,470.2
181,40.30,153,1515,0.0200,0.876077,0,471.8
182,-87.00,598,2022,0.0200,0.893364,0,477.9
183,16.50,136,1238,0.0200,0.816276,0,479.3
184,557.80,646,3161,0.0200,0.790409,1,485.8
185,-30.20,28,310,0.0200,0.814417,0,486.1
186,80.70,291,2471,0.0200,0.799808,0,489.0
187,89.10,269,2466,0.0200,0.874584,0,491.8
188,57.80,180,1798,0.0200,0.826201,0,493.6
189,41.30,132,1440,0.0200,0.723354,0,494.9
190,43.00,149,1524,0.0200,0.794779,0,496.4
191,26.30,255,1781,0.0200,0.848697,0,499.0
192,76.10,303,2473,0.0200,0.842587,0,502.1
193,46.90,205,1789,0.0200,0.842023,0,504.2
194,44.00,145,1518,0.0200,0.847512,0,505.7
195,-9.20,123,898,0.0200,0.854690,0,507.0
196,51.60,437,2762,0.0200,0.909865,0,511.4
197,41.40,152,1520,0.0200,0.744185,0,513.0
198,596.70,549,3161,0.0200,0.762670,1,518.6
199,-30.70,160,833,0.0200,1.075215,0,520.2
200,38.00,225,1778,0.0200,0.887440,0,522.5
201,72.50,181,1949,0.0200,0.805523,0,524.4
202,-9.20,123,899,0.0200,0.628904,0,525.7
203,-5.70,577,2751,0.0200,1.018491,0,531.6
204,58.10,176,1785,0.0200,1.169552,0,533.4
205,-7.70,72,711,0.0200,1.310605,0,534.1
206,39.40,156,1518,0.0200,1.164121,0,535.7
207,-32.80,32,298,0.0200,1.013553,0,536.0
208,-14.80,85,692,0.0200,1.040351,0,536.9
209,80.60,291,2470,0.0200,0.985465,0,539.9
210,-10.90,77,697,0.0200,0.965301,0,540.6
211,47.20,200,1772,0.0200,0.935547,0,542.7
212,20.50,512,2751,0.0200,0.986645,0,547.9
213,65.10,331,2473,0.0200,0.907904,0,551.3
214,6.50,476,2468,0.0200,0.915169,0,556.2
215,10.30,130,1122,0.0200,0.837298,0,557.5
216,69.00,207,2016,0.0200,0.900868,0,559.7
217,59.70,172,1785,0.0200,0.987299,0,561.4
218,61.20,172,1798,0.0200,0.827219,0,563.2
219,83.00,285,2467,0.0200,0.851329,0,566.1
220,-29.60,27,310,0.0200,0.858655,0,566.4
221,38.10,284,2017,0.0200,0.874129,0,569.3
222,31.60,177,1522,0.0200,0.954954,0,571.5
223,5.90,141,1122,0.0200,1.059725,0,573.0
224,-6.30,64,693,0.0200,0.977552,0,573.8
225,71.60,186,1960,0.0200,0.918541,0,575.9
226,-6.50,62,683,0.0200,0.893018,0,576.6
227,-61.50,646,2466,0.0200,0.874384,0,584.1
228,-24.60,149,850,0.0200,0.870990,0,586.0
229,-5.40,60,684,0.0200,0.842700,0,586.7
230,18.30,110,1122,0.0200,0.839353,0,588.1
231,-7.10,66,691,0.0200,0.762881,0,588.8
232,17.20,114,1127,0.0200,0.918636,0,590.2
233,31.30,146,1411,0.0200,0.831670,0,591.7
234,68.70,209,2023,0.0200,0.877129,0,593.9
235,39.40,225,1794,0.0200,0.903472,0,596.3
236,27.30,160,1412,0.0200,0.870988,0,598.0
237,51.80,195,1796,0.0200,0.775137,0,600.1
238,-10.80,77,700,0.0200,0.855753,0,601.0
239,60.70,228,2017,0.0200,0.838121,0,603.4
240,96.90,248,2466,0.0200,0.870824,0,606.1
241,32.10,240,1781,0.0200,0.793917,0,608.6
242,18.60,110,1125,0.0200,1.086419,0,609.8
243,65.90,214,2013,0.0200,0.900917,0,612.4
244,78.80,296,2470,0.0200,0.902891,0,616.0
245,-34.20,141,722,0.0200,0.904648,0,617.6
246,-31.40,234,1123,0.0200,0.815308,0,620.4
247,61.60,227,2022,0.0200,0.882897,0,623.1
248,-30.90,29,305,0.0200,0.916381,0,623.5
249,72.20,185,1962,0.0200,0.970116,0,625.8
250,31.60,215,1676,0.0200,0.906702,0,628.4
251,-90.80,308,824,0.0200,0.862217,0,632.0
252,32.80,145,1410,0.0200,0.829120,0,633.7
253,84.40,283,2476,0.0200,0.933709,0,636.9
254,-631.10,2005,2354,0.0200,1.074690,0,659.2
255,1.90,149,1221,0.0200,0.920425,0,660.8
256,19.60,178,1411,0.0200,0.917495,0,662.9
257,14.00,145,1219,0.0200,0.986344,0,664.5
258,70.40,188,1954,0.0200,0.963926,0,666.6
259,35.80,198,1650,0.0200,0.988449,0,668.8
260,75.90,298,2466,0.0200,0.979804,0,672.2
261,15.00,119,1125,0.0200,0.914688,0,673.5
262,4.20,146,1125,0.0200,0.924501,0,675.1
263,53.40,238,1985,0.0200,0.924336,0,677.8
264,7.80,136,1122,0.0200,0.893164,0,679.3
265,52.50,162,1671,0.0200,0.991562,0,681.1
266,17.20,115,1132,0.0200,0.798538,0,682.4
267,-54.60,632,2480,0.0200,0.855829,0,689.4
268,-8.50,74,711,0.0200,0.809367,0,690.2
269,75.90,190,2019,0.0200,1.029286,0,692.3
270,2.50,173,1218,0.0200,0.893274,0,694.3
271,17.10,119,1146,0.0200,0.844477,0,695.6
272,18.60,110,1125,0.0200,0.728377,0,696.9
273,-12.60,131,898,0.0200,0.876135,0,698.3
274,-12.30,180,1214,0.0200,0.880847,0,700.3
275,6.40,141,1127,0.0200,0.804387,0,701.9
276,13.20,144,1210,0.0200,0.808989,0,703.6
277,69.30,188,1945,0.0200,0.870873,0,705.7
278,15.40,118,1125,0.0200,0.964153,0,707.1
279,-89.70,403,1220,0.0200,0.888194,0,711.5
280,53.60,242,2004,0.0200,0.966299,0,714.3
281,53.40,160,1674,0.0200,0.776993,0,716.1
282,-6.40,65,696,0.0200,0.801696,0,716.9
283,58.30,178,1793,0.0200,0.919880,0,719.0
284,69.80,207,2026,0.0200,0.904323,0,721.3
285,-5.70,61,685,0.0200,1.135031,0,721.9
286,42.30,148,1515,0.0200,0.838688,0,723.4
287,-12.80,191,1231,0.0200,0.814206,0,725.3
288,42.80,148,1520,0.0200,1.055592,0,726.8
289,29.70,154,1412,0.0200,0.831202,0,728.4
290,-70.50,222,681,0.0200,0.826561,0,730.7
291,13.80,145,1219,0.0200,0.742794,0,732.3
292,65.10,217,2017,0.0200,0.874824,0,734.7
293,-12.30,79,691,0.0200,0.860996,0,735.6
294,56.90,179,1783,0.0200,0.874170,0,737.6
295,10.80,130,1128,0.0200,0.972252,0,739.1
296,61.00,212,1958,0.0200,0.791133,0,741.5
297,-8.00,102,826,0.0200,0.792224,0,742.7
298,-5.80,60,680,0.0200,0.950635,0,743.4
299,12.00,128,1131,0.0200,0.771701,0,744.8
300,57.40,220,1952,0.0200,0.794685,0,747.3
301,-6.40,61,678,0.0200,0.875287,0,748.0
302,-225.80,929,1958,0.0200,1.108098,0,758.4
303,53.50,190,1793,0.0200,1.145669,0,760.5
304,30.30,153,1413,0.0200,0.910431,0,762.2
305,-10.90,78,703,0.0200,1.056401,0,763.1
306,35.80,138,1410,0.0200,1.058617,0,764.7
307,11.70,153,1227,0.0200,1.129235,0,766.5
308,43.10,181,1655,0.0200,1.102507,0,768.6
309,17.60,448,2466,0.0200,1.002880,0,773.8
310,-11.10,77,697,0.0200,1.170693,0,774.6
311,41.40,191,1676,0.0200,0.968109,0,776.8
312,54.60,158,1676,0.0200,0.936705,0,778.5
313,-13.50,81,689,0.0200,0.814150,0,779.3
314,-0.70,159,1129,0.0200,0.935082,0,780.9
315,57.90,345,2466,0.0200,0.981270,0,784.6
316,-12.60,83,704,0.0200,0.952380,0,785.6
317,21.60,128,1228,0.0200,0.942298,0,787.0
318,-13.80,219,1238,0.0200,0.902025,0,789.5
319,47.80,174,1674,0.0200,0.899234,0,791.4
320,-13.50,124,861,0.0200,1.077837,0,792.8
321,66.60,198,1958,0.0200,1.069586,0,795.0
322,-22.30,146,859,0.0200,0.900598,0,796.7
323,21.60,128,1228,0.0200,0.903980,0,798.1
324,52.80,162,1674,0.0200,0.858359,0,799.9
325,22.30,107,1150,0.0200,1.076869,0,801.0
326,49.30,171,1677,0.0200,0.871928,0,802.8
327,17.20,114,1127,0.0200,1.147243,0,803.9
328,16.00,117,1126,0.0200,0.916707,0,805.2
329,24.30,168,1414,0.0200,0.864813,0,807.1
330,91.60,336,2758,0.0200,0.890383,0,810.8
331,49.90,169,1675,0.0200,0.874927,0,812.7
332,13.40,458,2466,0.0200,0.899804,0,817.9
333,58.40,175,1782,0.0200,0.981043,0,819.9
334,626.60,474,3161,0.0200,0.848003,1,825.2
335,482.10,835,3161,0.0200,0.894485,1,834.4
336,-10.30,76,701,0.0200,0.880930,0,835.2
337,-14.60,85,694,0.0200,0.854614,0,836.2
338,57.20,180,1792,0.0200,1.015901,0,838.2
339,63.70,207,1965,0.0200,1.011050,0,840.5
340,-4.00,87,808,0.0200,0.942418,0,841.5
341,84.30,276,2466,0.0200,0.888162,0,844.6
342,57.00,177,1778,0.0200,0.917430,0,846.7
343,-95.40,725,2466,0.0200,0.872474,0,854.7
344,-7.60,70,704,0.0200,0.825348,0,855.5
345,43.40,181,1658,0.0200,0.994353,0,857.5
346,41.30,154,1527,0.0200,0.829613,0,859.2
347,37.20,398,2466,0.0200,1.247518,0,863.7
348,-30.70,29,307,0.0200,1.301311,0,864.0
349,58.90,217,1957,0.0200,1.164936,0,866.5
350,68.90,208,2019,0.0200,1.211106,0,868.9
351,36.00,160,1498,0.0200,1.040944,0,870.7
352,19.00,182,1415,0.0200,1.072853,0,872.7
353,50.60,366,2468,0.0200,0.971317,0,876.8
354,22.50,129,1239,0.0200,0.981753,0,878.3
355,31.80,149,1413,0.0200,1.039589,0,880.0
356,11.80,127,1126,0.0200,0.859741,0,881.4
357,64.50,218,2017,0.0200,1.060719,0,883.8
358,-31.20,31,312,0.0200,0.913169,0,884.2
359,65.40,328,2466,0.0200,1.015971,0,887.9
360,-10.70,77,699,0.0200,1.047801,0,888.7
361,15.20,122,1138,0.0200,1.198088,0,890.1
362,13.70,152,1243,0.0200,0.856162,0,891.9
363,-15.30,195,1124,0.0200,1.017228,0,894.0
364,40.90,222,1795,0.0200,0.976715,0,896.5
365,-18.70,132,841,0.0200,0.989496,0,898.0
366,-11.10,79,703,0.0200,0.947697,0,898.9
367,-5.90,170,1217,0.0200,0.965758,0,900.9
368,1.80,151,1122,0.0200,1.012877,0,902.6
369,53.90,230,1958,0.0200,1.037733,0,905.3
370,-14.40,118,826,0.0200,0.996882,0,907.0
371,30.20,153,1413,0.0200,0.959976,0,908.9
372,32.10,148,1412,0.0200,1.000444,0,910.4
373,20.90,111,1152,0.0200,0.993075,0,911.6
374,33.00,282,1958,0.0200,0.985765,0,914.5
375,21.00,112,1155,0.0200,0.885267,0,915.7
376,10.00,154,1214,0.0200,1.117577,0,917.5
377,-0.80,160,1129,0.0200,0.931228,0,919.1
378,-14.80,86,694,0.0200,0.840539,0,919.9
379,44.50,213,1797,0.0200,0.877171,0,922.0
380,-7.70,67,689,0.0200,0.891072,0,922.6
381,-16.60,191,1203,0.0200,0.868696,0,924.6
382,-338.50,1002,1123,0.0200,0.993465,0,935.5
383,61.60,226,2020,0.0200,0.982286,0,938.1
384,57.30,236,2017,0.0200,0.906551,0,940.8
385,9.20,134,1128,0.0200,0.878996,0,942.3
386,-14.50,83,685,0.0200,1.140268,0,943.2
387,32.70,147,1412,0.0200,0.921086,0,944.8
388,64.70,219,2021,0.0200,0.980331,0,947.3
389,51.20,194,1786,0.0200,0.839653,0,949.7
390,-8.80,74,706,0.0200,0.890538,0,950.6
391,50.40,195,1782,0.0200,1.032319,0,952.7
392,50.10,164,1655,0.0200,0.959457,0,954.6
393,6.50,140,1125,0.0200,1.000497,0,956.2
394,-24.50,106,677,0.0200,1.075005,0,957.4
395,19.60,108,1127,0.0200,0.879312,0,958.6
396,58.60,175,1784,0.0200,0.860013,0,960.6
397,-14.20,83,688,0.0200,0.795582,0,961.5
398,-8.70,100,813,0.0200,0.973149,0,962.6
399,54.00,225,1940,0.0200,1.016867,0,965.4
400,33.30,146,1416,0.0200,0.881668,0,967.1
401,36.70,140,1426,0.0200,0.959637,0,968.7
402,-10.20,74,692,0.0200,0.802086,0,969.6
403,-11.20,78,698,0.0200,0.821908,0,970.5
404,20.10,113,1152,0.0200,1.032006,0,971.8
405,55.20,183,1784,0.0200,1.084542,0,973.9
406,-0.70,165,1152,0.0200,1.563902,0,975.8
407,56.20,239,2018,0.0200,1.130040,0,978.6
408,-30.90,31,315,0.0200,1.077254,0,978.9
409,-22.70,102,681,0.0200,1.306566,0,980.1
410,76.70,302,2475,0.0200,1.101346,0,983.8
411,10.30,210,1442,0.0200,1.057737,0,986.2
412,-52.40,187,723,0.0200,1.025473,0,988.3
413,13.00,460,2470,0.0200,1.093126,0,993.5
414,3.50,155,1154,0.0200,1.164019,0,995.3
415,48.80,370,2467,0.0200,1.053881,0,999.7
416,13.20,126,1135,0.0200,0.885730,0,1001.2
417,11.30,147,1218,0.0200,0.954587,0,1002.9
418,56.80,236,2012,0.0200,1.010161,0,1005.6
419,16.50,185,1410,0.0200,1.009913,0,1007.7
420,20.80,109,1143,0.0200,0.988802,0,1008.8
421,49.60,169,1672,0.0200,1.027624,0,1010.6
422,66.10,194,1935,0.0200,0.897949,0,1012.8
423,72.60,304,2467,0.0200,0.909822,0,1016.4
424,90.30,339,2759,0.0200,0.903768,0,1020.2
425,83.00,358,2762,0.0200,0.997511,0,1024.3
426,-9.40,123,899,0.0200,0.879103,0,1025.7
427,6.20,163,1232,0.0200,0.910095,0,1027.5
428,-7.00,167,1197,0.0200,1.016086,0,1029.3
429,71.60,200,2016,0.0200,1.081509,0,1031.6
430,59.30,174,1787,0.0200,0.977154,0,1033.6
431,57.60,180,1794,0.0200,1.010335,0,1035.6
432,74.90,192,2015,0.0200,0.938472,0,1037.8
433,50.00,168,1672,0.0200,1.042640,0,1039.6
434,20.20,135,1242,0.0200,0.963998,0,1041.1
435,-47.40,610,2466,0.0200,0.976086,0,1047.8
436,-1.60,81,808,0.0200,0.924176,0,1048.8
437,72.00,200,2018,0.0200,0.874644,0,1051.0
438,-31.20,134,723,0.0200,0.977762,0,1052.5
439,5.20,156,1176,0.0200,0.900072,0,1054.3
440,-6.40,65,696,0.0200,0.931000,0,1055.0
441,10.70,145,1185,0.0200,0.942086,0,1056.5
442,60.90,225,2007,0.0200,1.025846,0,1058.9
443,-17.50,126,829,0.0200,1.190154,0,1060.3
444,43.70,146,1519,0.0200,0.933870,0,1061.8
445,73.50,196,2017,0.0200,1.009674,0,1064.1
446,-5.60,60,684,0.0200,1.248393,0,1064.7
447,18.20,117,1149,0.0200,1.008577,0,1066.1
448,-29.80,27,310,0.0200,1.519903,0,1066.3
449,-19.50,143,877,0.0200,1.000322,0,1067.9
450,19.00,131,1212,0.0200,1.069503,0,1069.3
451,56.20,180,1782,0.0200,0.904626,0,1071.2
452,81.60,288,2467,0.0200,0.984082,0,1074.2
453,8.90,145,1198,0.0200,0.920465,0,1075.8
454,12.40,132,1149,0.0200,1.046495,0,1077.1
455,73.10,182,1957,0.0200,0.850055,0,1079.1
456,10.60,148,1198,0.0200,1.032669,0,1080.8
457,63.60,222,2022,0.0200,1.062464,0,1083.3
458,413.30,1007,3161,0.0200,1.148213,1,1093.9
459,37.80,199,1674,0.0200,1.060812,0,1096.1
460,50.10,167,1669,0.0200,0.960922,0,1098.0
461,57.90,225,1977,0.0200,1.075055,0,1100.5
462,21.90,203,1587,0.0200,1.025971,0,1102.6
463,33.50,236,1777,0.0200,1.104208,0,1105.1
464,38.70,195,1665,0.0200,1.020606,0,1107.2
465,58.20,176,1784,0.0200,1.051118,0,1109.1
466,49.70,199,1791,0.0200,1.162039,0,1111.2
467,59.30,216,1955,0.0200,1.134415,0,1113.6
468,38.00,228,1790,0.0200,0.992111,0,1116.2
469,60.00,170,1778,0.0200,0.954944,0,1118.0
470,33.00,148,1422,0.0200,1.175883,0,1119.6
471,19.10,109,1127,0.0200,0.856271,0,1120.7
472,-9.80,124,898,0.0200,1.023520,0,1122.0
473,54.70,243,2019,0.0200,1.082561,0,1124.5
474,48.00,202,1788,0.0200,1.136735,0,1126.6
475,33.90,144,1414,0.0200,0.999589,0,1128.1
476,57.80,349,2473,0.0200,0.988638,0,1132.1
477,657.80,396,3161,0.0200,0.983213,1,1136.3
478,-7.50,100,823,0.0200,0.895659,0,1137.4
479,66.90,196,1951,0.0200,0.979003,0,1139.4
480,76.00,296,2466,0.0200,0.965351,0,1142.5
481,33.40,296,2016,0.0200,1.063770,0,1145.7
482,67.30,212,2021,0.0200,0.969564,0,1148.1
483,56.80,237,2016,0.0200,1.136217,0,1150.7
484,28.60,156,1411,0.0200,1.120259,0,1152.4
485,62.80,173,1818,0.0200,0.963722,0,1154.3
486,18.50,111,1128,0.0200,0.994770,0,1155.4
487,-6.30,65,697,0.0200,0.984413,0,1156.1
488,30.80,152,1413,0.0200,0.923107,0,1157.7
489,-9.70,74,697,0.0200,1.078643,0,1158.4
490,-6.90,67,697,0.0200,0.994931,0,1159.1
491,60.20,171,1784,0.0200,0.974746,0,1160.9
492,31.20,152,1417,0.0200,0.903301,0,1162.6
493,28.30,252,1789,0.0200,1.047048,0,1165.5
494,1.10,145,1205,0.0200,0.896113,0,1167.0
495,60.60,210,1944,0.0200,1.087986,0,1169.3
496,-32.40,34,312,0.0200,0.925023,0,1169.7
497,-7.80,65,680,0.0200,1.255022,0,1170.4
498,-7.50,65,685,0.0200,0.862618,0,1171.1
499,42.70,215,1785,0.0200,0.943766,0,1173.4
500,34.40,140,1411,0.0200,0.919691,0,1174.9
501,18.80,111,1131,0.0200,1.086407,0,1176.1
502,13.00,194,1406,0.0200,0.989201,0,1178.3
503,-3.00,238,1421,0.0200,0.971473,0,1181.0
504,55.40,239,2008,0.0200,1.014351,0,1183.6
505,42.50,150,1523,0.0200,1.317009,0,1185.2
506,48.20,200,1782,0.0200,1.037032,0,1187.3
507,-3.20,156,1202,0.0200,0.865397,0,1189.0
508,41.50,152,1521,0.0200,1.220425,0,1190.7
509,-7.40,66,690,0.0200,1.165714,0,1191.3
510,-629.30,2005,2226,0.0200,1.228610,0,1213.0
