episode,reward,length,x_pos,epsilon,loss,flag_reached,time
1209,-1.80,239,1437,0.0200,0.708063,0,14865.9
1210,-32.30,31,301,0.0200,0.769699,0,14866.2
1211,33.20,246,1814,0.0200,0.665042,0,14868.7
1212,8.50,136,1129,0.0200,0.704695,0,14870.0
1213,-13.80,90,722,0.0200,0.716650,0,14870.9
1214,-29.00,236,1154,0.0200,0.608905,0,14873.2
1215,-33.30,338,1517,0.0200,0.652955,0,14876.7
1216,-31.60,31,306,0.0200,0.844150,0,14877.0
1217,-6.70,176,1134,0.0200,0.682059,0,14878.7
1218,-4.50,239,1408,0.0200,0.702588,0,14881.1
1219,1.50,155,1133,0.0200,0.609859,0,14882.6
1220,14.10,121,1125,0.0200,0.647442,0,14883.9
1221,-2.80,164,1126,0.0200,0.715988,0,14885.6
1222,-10.60,74,690,0.0200,0.676731,0,14886.3
1223,-11.50,78,695,0.0200,0.583235,0,14887.1
1224,-8.50,66,679,0.0200,0.556337,0,14887.8
1225,16.50,115,1125,0.0200,0.718480,0,14888.9
1226,-9.50,68,677,0.0200,0.707192,0,14889.6
1227,15.40,194,1430,0.0200,0.607944,0,14891.6
1228,9.20,134,1127,0.0200,0.645163,0,14892.9
1229,20.50,183,1435,0.0200,0.706657,0,14894.8
1230,-6.50,61,679,0.0200,0.612556,0,14895.4
1231,15.00,146,1234,0.0200,0.822814,0,14896.9
1232,-7.00,73,722,0.0200,0.955286,0,14897.6
1233,-6.80,71,722,0.0200,0.912652,0,14898.3
1234,-31.30,30,305,0.0200,0.735719,0,14898.6
1235,-78.10,352,1125,0.0200,0.851556,0,14902.2
1236,-8.50,66,679,0.0200,0.810901,0,14902.9
1237,-0.50,162,1141,0.0200,0.816220,0,14904.5
1238,-5.50,58,677,0.0200,0.749805,0,14905.1
1239,-15.60,196,1125,0.0200,0.861869,0,14907.0
1240,4.20,146,1125,0.0200,0.807054,0,14908.5
1241,-38.40,140,674,0.0200,0.806167,0,14909.9
1242,67.00,203,1982,0.0200,0.812858,0,14912.0
1243,-15.90,197,1128,0.0200,0.805317,0,14914.0
1244,12.30,132,1150,0.0200,0.785319,0,14915.3
1245,-6.00,71,722,0.0200,0.779629,0,14916.0
1246,65.20,218,2022,0.0200,0.752737,0,14918.2
1247,7.70,137,1125,0.0200,0.848961,0,14919.7
1248,-20.20,97,686,0.0200,0.813145,0,14920.6
1249,-7.50,63,677,0.0200,0.835656,0,14921.2
1250,-13.20,196,1151,0.0200,0.751897,0,14923.2
1251,-9.00,69,684,0.0200,0.803701,0,14923.9
1252,-5.20,68,722,0.0200,0.921366,0,14924.5
1253,-43.50,160,705,0.0200,0.794081,0,14926.2
1254,-11.10,74,685,0.0200,0.859564,0,14926.9
1255,-46.80,173,722,0.0200,0.719591,0,14928.7
1256,-14.40,86,698,0.0200,0.693847,0,14929.5
1257,-17.30,89,681,0.0200,0.832022,0,14930.4
1258,-30.20,29,314,0.0200,0.936157,0,14930.7
1259,18.00,189,1433,0.0200,0.813904,0,14932.5
1260,-29.10,27,315,0.0200,0.794275,0,14932.8
1261,-32.20,32,304,0.0200,0.848810,0,14933.1
1262,-16.40,197,1124,0.0200,0.892908,0,14935.2
1263,-9.00,122,899,0.0200,0.736871,0,14936.4
1264,-17.70,90,681,0.0200,0.692296,0,14937.3
1265,22.60,200,1526,0.0200,0.766599,0,14939.3
1266,22.60,178,1435,0.0200,0.739572,0,14941.1
1267,-27.50,228,1134,0.0200,0.738808,0,14943.4
1268,34.30,407,2471,0.0200,0.797112,0,14947.5
1269,-8.20,65,678,0.0200,0.760625,0,14948.1
1270,-10.00,81,722,0.0200,0.802934,0,14948.9
1271,-9.20,70,688,0.0200,0.870494,0,14949.6
1272,1.00,228,1421,0.0200,0.812660,0,14951.9
1273,-14.40,85,700,0.0200,0.766920,0,14952.8
1274,-16.80,92,700,0.0200,0.729320,0,14953.7
1275,6.10,148,1152,0.0200,0.776832,0,14955.2
1276,-14.60,136,898,0.0200,0.672324,0,14956.6
1277,29.20,185,1530,0.0200,0.743285,0,14958.4
1278,-37.70,173,815,0.0200,0.726255,0,14960.1
1279,-33.60,184,898,0.0200,0.673468,0,14962.0
1280,22.80,201,1530,0.0200,0.770566,0,14964.1
1281,-5.40,58,676,0.0200,0.870378,0,14964.7
1282,-16.40,89,690,0.0200,0.776936,0,14965.6
1283,-11.50,74,679,0.0200,0.735857,0,14966.3
1284,9.60,132,1123,0.0200,0.823293,0,14967.6
1285,-9.80,69,676,0.0200,0.698393,0,14968.3
1286,-11.30,79,703,0.0200,0.734889,0,14969.1
1287,26.20,191,1524,0.0200,0.727832,0,14971.0
1288,5.10,145,1128,0.0200,0.746648,0,14972.5
1289,-29.60,28,314,0.0200,0.685778,0,14972.8
1290,-8.60,66,676,0.0200,0.800940,0,14973.4
1291,-8.70,68,683,0.0200,0.821384,0,14974.1
1292,28.90,161,1432,0.0200,0.681402,0,14975.7
1293,7.70,143,1147,0.0200,0.768505,0,14977.1
1294,12.50,198,1416,0.0200,0.758588,0,14979.2
1295,-19.30,96,689,0.0200,0.668351,0,14980.1
1296,8.00,140,1138,0.0200,0.775840,0,14981.5
1297,-7.20,63,678,0.0200,0.838357,0,14982.1
1298,-12.60,259,1410,0.0200,0.769348,0,14984.7
1299,-20.30,147,899,0.0200,0.742003,0,14986.2
1300,48.20,260,2020,0.0200,0.720531,0,14988.9
1301,-10.90,72,679,0.0200,0.875739,0,14989.6
1302,39.10,396,2474,0.0200,0.741316,0,14993.6
1303,-5.00,68,722,0.0200,0.787117,0,14994.3
1304,18.70,185,1426,0.0200,0.766480,0,14996.2
1305,-5.10,59,683,0.0200,0.725594,0,14996.8
1306,-42.00,205,898,0.0200,0.929927,0,14998.8
1307,-9.00,67,678,0.0200,0.960930,0,14999.5
1308,-31.40,30,306,0.0200,0.989664,0,14999.8
1309,-5.20,57,676,0.0200,0.853011,0,15000.3
1310,-8.20,67,684,0.0200,0.790042,0,15001.0
1311,-30.50,155,813,0.0200,0.845095,0,15002.6
1312,10.00,134,1134,0.0200,0.876459,0,15003.9
1313,-20.80,97,680,0.0200,0.822930,0,15004.9
1314,17.40,190,1433,0.0200,0.784043,0,15006.8
1315,-9.30,70,687,0.0200,0.821877,0,15007.5
1316,-5.40,58,678,0.0200,0.779197,0,15008.1
1317,36.60,166,1528,0.0200,0.845229,0,15009.7
1318,-8.00,107,898,0.0200,0.829450,0,15010.8
1319,56.60,223,1958,0.0200,0.802445,0,15013.1
1320,-0.00,156,1124,0.0200,0.765954,0,15014.7
1321,-31.30,29,303,0.0200,1.057378,0,15015.0
1322,-31.30,29,303,0.0200,0.669411,0,15015.3
1323,-30.20,28,308,0.0200,0.777678,0,15015.6
1324,-30.20,28,308,0.0200,1.084804,0,15015.9
1325,20.40,183,1433,0.0200,0.771766,0,15017.7
1326,14.40,193,1413,0.0200,0.836430,0,15019.6
1327,-14.70,86,695,0.0200,0.804976,0,15020.5
1328,-10.70,71,677,0.0200,0.810775,0,15021.2
1329,27.10,189,1525,0.0200,0.788177,0,15023.1
1330,-6.30,61,681,0.0200,0.927362,0,15023.8
1331,-8.20,68,688,0.0200,0.724898,0,15024.4
1332,20.40,182,1431,0.0200,0.765632,0,15026.2
1333,-33.20,131,692,0.0200,0.870578,0,15027.5
1334,-7.70,65,683,0.0200,0.689326,0,15028.2
1335,22.10,202,1529,0.0200,0.745133,0,15030.2
1336,24.80,173,1439,0.0200,0.774594,0,15032.0
1337,-14.60,87,700,0.0200,0.785104,0,15032.8
1338,-7.40,65,684,0.0200,0.613227,0,15033.5
1339,-30.50,28,307,0.0200,0.792681,0,15033.7
1340,0.60,227,1413,0.0200,0.763553,0,15036.0
1341,29.90,181,1523,0.0200,0.852709,0,15037.9
1342,-8.40,77,723,0.0200,0.765927,0,15038.7
1343,-12.60,131,898,0.0200,0.812930,0,15040.0
1344,5.70,220,1436,0.0200,0.803038,0,15042.2
1345,-10.60,111,836,0.0200,0.855494,0,15043.3
1346,-10.80,127,898,0.0200,0.734080,0,15044.6
1347,14.50,121,1127,0.0200,0.665787,0,15045.8
1348,-9.00,109,844,0.0200,0.859788,0,15046.9
1349,32.00,211,1662,0.0200,0.781496,0,15049.1
1350,-5.40,58,678,0.0200,0.861929,0,15049.7
1351,-38.10,148,709,0.0200,0.819860,0,15051.1
1352,-44.60,270,1131,0.0200,0.758395,0,15053.8
1353,-5.20,69,722,0.0200,0.790172,0,15054.5
1354,25.30,225,1653,0.0200,0.781845,0,15056.8
1355,-119.00,480,1230,0.0200,0.764560,0,15061.5
1356,-13.70,126,867,0.0200,0.756554,0,15062.8
1357,-7.10,63,679,0.0200,0.855647,0,15063.5
1358,-21.20,97,674,0.0200,0.724035,0,15064.4
1359,-11.80,119,858,0.0200,0.851882,0,15065.7
1360,-8.40,77,722,0.0200,0.855120,0,15066.4
1361,-30.90,271,1275,0.0200,0.768230,0,15069.1
1362,-29.00,107,668,0.0200,0.831750,0,15070.2
1363,-13.10,119,843,0.0200,0.810696,0,15071.4
1364,0.90,75,809,0.0200,0.789371,0,15072.2
1365,17.70,188,1428,0.0200,0.673217,0,15074.1
1366,-16.90,127,839,0.0200,0.816225,0,15075.4
1367,-12.10,75,677,0.0200,0.798361,0,15076.1
1368,31.00,217,1676,0.0200,0.766409,0,15078.2
1369,-7.20,74,722,0.0200,0.790485,0,15079.0
1370,16.30,191,1426,0.0200,0.847689,0,15080.9
1371,-10.30,71,679,0.0200,0.777482,0,15081.7
1372,-67.20,257,856,0.0200,0.802530,0,15084.3
1373,-31.90,30,301,0.0200,0.752735,0,15084.6
1374,-23.40,288,1417,0.0200,0.762003,0,15087.4
1375,-21.90,142,849,0.0200,0.721508,0,15088.9
1376,23.90,196,1521,0.0200,0.784523,0,15090.9
1377,-7.10,175,1128,0.0200,0.764632,0,15092.6
1378,-14.40,136,898,0.0200,0.751716,0,15094.0
1379,-32.30,32,303,0.0200,0.710926,0,15094.3
1380,-4.90,57,679,0.0200,0.730229,0,15094.8
1381,21.60,179,1429,0.0200,0.731742,0,15096.7
1382,30.70,151,1410,0.0200,0.913866,0,15098.2
1383,-167.40,500,824,0.0200,0.901264,0,15103.2
1384,-29.50,27,311,0.0200,0.913473,0,15103.5
1385,-5.80,60,682,0.0200,0.899126,0,15104.1
1386,-19.00,97,696,0.0200,0.963404,0,15105.1
1387,34.40,149,1439,0.0200,0.974199,0,15106.6
1388,31.50,215,1673,0.0200,0.877883,0,15108.8
1389,-6.60,249,1430,0.0200,0.868262,0,15111.2
1390,14.70,191,1412,0.0200,0.829776,0,15113.1
1391,-10.40,82,722,0.0200,0.929717,0,15114.0
1392,-34.00,141,722,0.0200,0.895098,0,15115.4
1393,-8.80,67,678,0.0200,0.922765,0,15116.1
1394,-5.40,69,723,0.0200,0.913386,0,15116.8
1395,-9.90,69,675,0.0200,0.849108,0,15117.5
1396,-13.90,80,679,0.0200,0.751310,0,15118.3
1397,-1.60,163,1136,0.0200,0.825671,0,15119.9
1398,-25.30,108,679,0.0200,0.724615,0,15120.9
1399,43.40,257,1962,0.0200,0.876364,0,15123.6
1400,-12.50,82,703,0.0200,0.870162,0,15124.4
1401,6.60,169,1240,0.0200,0.795526,0,15126.2
1402,-19.90,207,1128,0.0200,0.943839,0,15128.2
1403,13.70,123,1129,0.0200,0.868108,0,15129.5
1404,-4.80,169,1128,0.0200,0.848286,0,15131.2
1405,52.10,235,1961,0.0200,0.918725,0,15133.6
1406,-8.90,68,681,0.0200,0.844980,0,15134.3
1407,17.40,149,1270,0.0200,0.844603,0,15135.9
1408,-33.10,32,297,0.0200,0.762584,0,15136.3
1409,-10.20,81,722,0.0200,0.790494,0,15137.2
1410,-5.60,70,722,0.0200,0.860865,0,15137.9
1411,-40.50,329,1411,0.0200,0.845495,0,15141.3
1412,-11.50,110,823,0.0200,0.809081,0,15142.4
1413,-13.10,210,1211,0.0200,0.866648,0,15144.5
1414,24.50,173,1435,0.0200,0.774925,0,15146.2
1415,-24.90,151,853,0.0200,0.759993,0,15147.7
1416,-65.60,213,694,0.0200,0.801226,0,15149.9
1417,-5.50,58,675,0.0200,0.901587,0,15150.5
1418,-34.20,141,722,0.0200,0.872156,0,15152.0
1419,-40.00,156,723,0.0200,0.800279,0,15153.5
1420,-9.30,77,722,0.0200,0.908539,0,15154.3
1421,3.90,309,1775,0.0200,0.814074,0,15157.5
1422,-13.30,84,701,0.0200,0.782937,0,15158.3
1423,-31.90,31,303,0.0200,0.932691,0,15158.6
1424,-5.30,58,679,0.0200,0.832572,0,15159.3
1425,42.30,218,1795,0.0200,0.808823,0,15161.5
1426,8.90,212,1435,0.0200,0.843151,0,15163.6
1427,-31.70,30,303,0.0200,0.859177,0,15163.9
1428,35.70,145,1434,0.0200,0.783507,0,15165.4
1429,-33.10,33,299,0.0200,0.905185,0,15165.7
1430,62.10,211,1963,0.0200,0.780228,0,15167.9
1431,27.50,165,1432,0.0200,0.842156,0,15169.6
1432,-10.10,189,1154,0.0200,0.804855,0,15171.4
1433,-15.70,85,683,0.0200,0.778622,0,15172.3
1434,-31.40,160,826,0.0200,0.723670,0,15173.9
1435,-19.80,149,899,0.0200,0.795932,0,15175.5
1436,21.30,176,1414,0.0200,0.815923,0,15177.3
1437,-19.70,97,689,0.0200,0.808138,0,15178.2
1438,54.50,225,1945,0.0200,0.834644,0,15180.5
1439,-67.70,322,1220,0.0200,0.767716,0,15183.8
1440,8.30,140,1141,0.0200,0.781657,0,15185.2
1441,-6.40,249,1431,0.0200,0.796582,0,15187.8
1442,2.20,152,1127,0.0200,0.791323,0,15189.4
1443,-19.10,144,883,0.0200,0.766420,0,15190.8
1444,28.20,181,1506,0.0200,0.781459,0,15192.7
1445,-5.30,58,677,0.0200,0.782466,0,15193.3
1446,-6.00,172,1126,0.0200,0.809310,0,15195.1
1447,-4.90,67,723,0.0200,0.759324,0,15195.7
1448,-19.40,131,830,0.0200,0.752440,0,15197.0
1449,-13.20,80,688,0.0200,0.806785,0,15197.8
1450,-34.00,34,296,0.0200,0.632987,0,15198.2
1451,-12.50,76,679,0.0200,0.697960,0,15198.9
1452,26.60,166,1427,0.0200,1.062732,0,15200.6
1453,-144.70,590,1413,0.0200,0.983516,0,15206.6
1454,-2.60,241,1438,0.0200,0.903835,0,15209.1
1455,-95.30,328,859,0.0200,0.899818,0,15212.5
1456,22.10,178,1430,0.0200,0.837818,0,15214.3
1457,21.70,199,1513,0.0200,0.869985,0,15216.3
1458,-1.20,238,1437,0.0200,0.861622,0,15218.7
1459,7.40,210,1414,0.0200,0.916591,0,15220.9
1460,5.60,221,1439,0.0200,0.824082,0,15223.1
1461,-14.30,85,695,0.0200,0.801247,0,15224.0
1462,20.30,273,1795,0.0200,0.877235,0,15226.8
1463,48.60,200,1786,0.0200,0.891493,0,15228.9
1464,-102.20,346,860,0.0200,0.867820,0,15232.4
1465,24.20,195,1522,0.0200,0.936498,0,15234.4
1466,6.30,239,1517,0.0200,0.894635,0,15236.9
1467,-13.00,77,678,0.0200,0.890742,0,15237.7
1468,-22.20,155,898,0.0200,0.796361,0,15239.2
1469,-71.70,337,1128,0.0200,0.841333,0,15242.7
1470,-40.30,287,1243,0.0200,0.884487,0,15245.7
1471,-28.40,227,1123,0.0200,0.846937,0,15247.9
1472,-55.20,238,898,0.0200,0.889818,0,15250.4
1473,-20.80,100,690,0.0200,0.813195,0,15251.4
1474,-32.70,32,299,0.0200,0.929340,0,15251.7
1475,-14.30,84,691,0.0200,0.825720,0,15252.6
1476,-49.20,59,244,0.0200,0.820939,0,15253.2
1477,17.50,189,1430,0.0200,0.836393,0,15255.1
1478,-27.80,434,1956,0.0200,0.861767,0,15259.6
1479,-116.70,521,1415,0.0200,0.827566,0,15264.9
1480,-7.90,64,677,0.0200,0.675741,0,15265.5
1481,25.80,258,1788,0.0200,0.831625,0,15268.2
1482,-6.70,62,679,0.0200,0.923909,0,15268.9
1483,1.00,153,1123,0.0200,0.825751,0,15270.5
1484,-13.90,86,703,0.0200,0.714907,0,15271.3
1485,4.80,143,1122,0.0200,0.894060,0,15272.8
1486,11.20,205,1429,0.0200,0.805517,0,15274.8
1487,-38.30,142,685,0.0200,0.769369,0,15276.2
1488,2.90,150,1128,0.0200,0.827721,0,15277.8
1489,27.10,185,1511,0.0200,0.843018,0,15279.7
1490,15.40,147,1240,0.0200,0.765775,0,15281.2
1491,-7.10,339,1785,0.0200,0.853958,0,15284.6
1492,-2.80,261,1516,0.0200,0.754183,0,15287.3
1493,-9.10,70,689,0.0200,0.815997,0,15288.0
1494,8.00,136,1124,0.0200,0.937543,0,15289.4
1495,11.20,207,1438,0.0200,0.805946,0,15291.4
1496,-29.60,27,312,0.0200,0.565668,0,15291.7
1497,17.70,189,1431,0.0200,0.803708,0,15293.6
1498,-5.80,172,1128,0.0200,0.864260,0,15295.4
1499,-14.10,119,835,0.0200,0.848770,0,15296.6
1500,-7.60,65,682,0.0200,0.852177,0,15297.2
1501,-8.60,74,708,0.0200,0.925957,0,15298.0
1502,-14.60,86,698,0.0200,0.771166,0,15298.9
1503,-17.10,90,689,0.0200,0.889265,0,15299.8
1504,14.50,217,1513,0.0200,0.961266,0,15301.9
1505,12.30,126,1125,0.0200,1.038369,0,15303.2
1506,-19.50,136,849,0.0200,1.004657,0,15304.6
1507,-10.10,72,687,0.0200,1.044460,0,15305.3
1508,-0.40,160,1134,0.0200,1.036979,0,15306.9
1509,-29.80,28,312,0.0200,0.862406,0,15307.2
1510,-12.30,115,835,0.0200,0.895806,0,15308.3
1511,-10.80,76,694,0.0200,0.941018,0,15309.1
1512,-16.00,89,696,0.0200,0.973476,0,15310.0
1513,-561.60,2005,2994,0.0200,0.929571,0,15330.0
1514,-13.50,83,697,0.0200,0.911987,0,15330.9
1515,-12.50,80,693,0.0200,0.953175,0,15331.7
1516,31.60,151,1419,0.0200,0.943782,0,15333.2
1517,-43.30,153,679,0.0200,0.869262,0,15334.7
1518,-12.80,80,692,0.0200,0.929680,0,15335.5
1519,-13.80,134,898,0.0200,0.932576,0,15336.9
1520,-9.30,99,803,0.0200,0.783282,0,15337.9
1521,-18.80,94,688,0.0200,0.826172,0,15338.9
1522,10.70,226,1509,0.0200,0.826923,0,15341.1
1523,25.40,164,1409,0.0200,0.805756,0,15342.7
1524,23.80,168,1408,0.0200,0.802477,0,15344.4
1525,-5.80,70,722,0.0200,0.834887,0,15345.1
1526,27.20,160,1411,0.0200,0.948644,0,15346.8
1527,-7.30,71,711,0.0200,0.876968,0,15347.5
1528,27.60,183,1506,0.0200,0.836610,0,15349.4
1529,6.70,141,1128,0.0200,0.881510,0,15350.8
1530,-27.60,168,898,0.0200,0.892244,0,15352.4
1531,21.80,260,1758,0.0200,0.896060,0,15355.1
1532,-104.00,417,1125,0.0200,0.871799,0,15359.3
1533,-30.00,27,308,0.0200,0.790019,0,15359.5
1534,-32.20,31,300,0.0200,0.899056,0,15359.8
1535,-29.50,27,313,0.0200,0.800409,0,15360.1
1536,5.50,148,1147,0.0200,0.807278,0,15361.6
1537,-30.90,30,309,0.0200,0.790270,0,15361.9
1538,-29.50,27,313,0.0200,0.850640,0,15362.2
1539,-30.60,29,310,0.0200,0.805238,0,15362.5
1540,14.50,192,1410,0.0200,0.933613,0,15364.5
1541,-6.20,175,1137,0.0200,0.854220,0,15366.3
1542,-25.50,150,845,0.0200,0.927032,0,15367.7
1543,-0.80,237,1439,0.0200,0.868430,0,15370.1
1544,-31.40,30,306,0.0200,0.865042,0,15370.5
1545,-13.30,83,697,0.0200,0.743520,0,15371.3
1546,6.50,141,1128,0.0200,0.861687,0,15372.8
1547,-25.80,164,898,0.0200,0.774603,0,15374.4
1548,-30.90,30,311,0.0200,0.786031,0,15374.7
1549,29.00,223,1680,0.0200,0.867308,0,15377.0
1550,-24.80,162,898,0.0200,0.847227,0,15378.6
1551,-29.80,28,312,0.0200,0.968217,0,15378.9
1552,10.30,132,1128,0.0200,0.861949,0,15380.2
1553,5.70,143,1127,0.0200,0.856440,0,15381.7
1554,-10.40,77,704,0.0200,0.830825,0,15382.5
1555,-8.00,177,1125,0.0200,0.815944,0,15384.3
1556,22.60,176,1429,0.0200,0.844461,0,15386.0
1557,-9.10,70,687,0.0200,0.722564,0,15386.7
1558,1.50,152,1122,0.0200,0.853854,0,15388.3
1559,-6.90,67,697,0.0200,0.826673,0,15389.0
1560,-36.60,145,722,0.0200,0.897281,0,15390.5
1561,-23.20,215,1125,0.0200,0.816383,0,15392.6
1562,-16.80,91,696,0.0200,0.925676,0,15393.5
1563,11.30,201,1414,0.0200,0.768623,0,15395.5
1564,16.60,187,1412,0.0200,0.791329,0,15397.5
1565,31.00,180,1528,0.0200,0.822270,0,15399.3
1566,11.30,128,1122,0.0200,0.827728,0,15400.6
1567,-10.00,76,704,0.0200,0.896529,0,15401.4
1568,-33.70,36,305,0.0200,1.025980,0,15401.7
1569,19.10,208,1521,0.0200,1.131394,0,15403.8
1570,-261.20,753,898,0.0200,1.058016,0,15411.4
1571,-9.30,68,677,0.0200,1.014321,0,15412.1
1572,-30.40,29,312,0.0200,0.851383,0,15412.4
1573,-40.20,156,722,0.0200,0.975093,0,15414.0
1574,-5.40,58,678,0.0200,0.915056,0,15414.5
1575,4.70,220,1427,0.0200,1.018608,0,15416.8
1576,27.30,163,1422,0.0200,0.984709,0,15418.4
1577,16.90,190,1426,0.0200,0.887322,0,15420.3
1578,-5.90,91,805,0.0200,0.912112,0,15421.2
1579,-12.60,121,856,0.0200,0.929263,0,15422.5
1580,-35.00,165,808,0.0200,0.899335,0,15424.1
1581,-93.40,462,1414,0.0200,0.918839,0,15428.8
1582,34.50,144,1420,0.0200,0.938465,0,15430.3
1583,-26.60,224,1127,0.0200,0.967060,0,15432.6
1584,-7.40,70,706,0.0200,0.801147,0,15433.3
1585,-6.10,62,687,0.0200,0.987929,0,15433.9
1586,-11.20,187,1136,0.0200,0.969157,0,15435.8
1587,-5.80,59,676,0.0200,0.858561,0,15436.4
1588,-42.50,157,701,0.0200,0.925443,0,15438.1
1589,-6.70,67,701,0.0200,0.806178,0,15438.8
1590,12.50,128,1136,0.0200,0.884080,0,15440.1
1591,-13.10,286,1513,0.0200,0.911352,0,15443.0
1592,-16.70,92,701,0.0200,0.946261,0,15443.9
1593,-39.20,149,704,0.0200,0.920914,0,15445.4
1594,21.90,173,1410,0.0200,0.929934,0,15447.1
1595,-10.00,74,694,0.0200,0.836671,0,15447.9
1596,-9.80,73,692,0.0200,1.072881,0,15448.6
1597,-2.40,166,1137,0.0200,0.943845,0,15450.3
1598,8.90,135,1128,0.0200,0.884404,0,15451.7
1599,-6.20,62,686,0.0200,0.872319,0,15452.3
1600,-8.60,77,723,0.0200,0.877602,0,15453.1
1601,-16.40,88,686,0.0200,0.958129,0,15454.0
1602,10.90,129,1124,0.0200,0.991103,0,15455.3
1603,-15.80,139,899,0.0200,0.856984,0,15456.7
1604,-5.80,59,676,0.0200,0.914267,0,15457.3
1605,8.20,172,1270,0.0200,0.934294,0,15459.1
1606,-22.90,100,669,0.0200,0.981605,0,15460.1
1607,-14.10,86,701,0.0200,0.940142,0,15460.9
1608,-8.50,67,683,0.0200,0.809346,0,15461.6
1609,-15.10,84,685,0.0200,0.793114,0,15462.4
1610,-8.00,65,678,0.0200,0.920871,0,15463.1
1611,-4.80,171,1134,0.0200,0.798133,0,15464.8
1612,-29.90,28,313,0.0200,1.059177,0,15465.1
1613,-30.60,29,310,0.0200,1.049733,0,15465.4
1614,-11.60,129,899,0.0200,0.900785,0,15466.7
1615,-8.70,67,679,0.0200,1.026664,0,15467.4
1616,21.20,178,1422,0.0200,0.887779,0,15469.2
1617,-14.50,196,1137,0.0200,1.025960,0,15471.2
1618,37.50,161,1517,0.0200,0.912338,0,15472.8
1619,-15.70,114,799,0.0200,0.865109,0,15473.9
1620,-6.70,62,681,0.0200,0.831722,0,15474.6
1621,9.60,135,1136,0.0200,0.918593,0,15476.0
1622,45.10,251,1953,0.0200,0.921545,0,15478.6
1623,-8.00,76,722,0.0200,0.902681,0,15479.3
1624,32.40,153,1435,0.0200,0.835776,0,15480.8
1625,-9.30,71,691,0.0200,0.789703,0,15481.6
1626,11.90,157,1247,0.0200,0.851773,0,15483.2
1627,21.50,175,1414,0.0200,0.836238,0,15485.0
1628,17.70,188,1426,0.0200,0.849355,0,15486.9
1629,-6.50,66,699,0.0200,0.759950,0,15487.5
1630,25.80,189,1514,0.0200,0.872739,0,15489.4
1631,-9.20,71,690,0.0200,0.902955,0,15490.2
1632,20.40,202,1512,0.0200,0.896222,0,15492.3
1633,-7.80,72,710,0.0200,0.823732,0,15493.0
1634,-2.20,164,1134,0.0200,0.915455,0,15494.7
1635,-11.20,128,899,0.0200,0.917166,0,15496.0
1636,-37.10,40,289,0.0200,0.896393,0,15496.3
1637,-9.10,74,705,0.0200,0.720072,0,15497.1
1638,41.90,276,2023,0.0200,0.874537,0,15499.9
1639,-10.80,108,822,0.0200,0.856321,0,15501.0
1640,-1.20,160,1126,0.0200,0.861347,0,15502.7
1641,24.10,134,1277,0.0200,1.030619,0,15504.1
1642,-18.10,88,671,0.0200,1.177014,0,15504.9
1643,8.70,232,1515,0.0200,1.008161,0,15507.3
1644,1.40,153,1126,0.0200,1.021138,0,15508.9
1645,19.60,186,1439,0.0200,0.987357,0,15510.8
1646,22.80,199,1522,0.0200,1.008437,0,15512.8
1647,-17.00,90,688,0.0200,0.848367,0,15513.7
1648,25.40,170,1434,0.0200,0.919839,0,15515.4
1649,-10.90,76,693,0.0200,0.961782,0,15516.2
1650,-30.00,27,308,0.0200,1.070571,0,15516.5
1651,-18.70,121,797,0.0200,0.936332,0,15517.7
1652,24.10,171,1423,0.0200,0.962771,0,15519.5
1653,-29.40,307,1433,0.0200,1.044979,0,15522.6
1654,-29.90,28,311,0.0200,1.026119,0,15522.9
1655,7.80,304,1792,0.0200,0.905694,0,15526.0
1656,0.40,158,1136,0.0200,0.878169,0,15527.6
1657,27.70,164,1433,0.0200,0.917580,0,15529.3
1658,-23.70,216,1125,0.0200,0.881364,0,15531.4
1659,-3.60,165,1122,0.0200,1.002940,0,15533.1
1660,-10.70,77,699,0.0200,0.859157,0,15533.9
1661,-31.40,31,308,0.0200,0.863638,0,15534.2
1662,-1.50,163,1134,0.0200,0.968110,0,15535.9
1663,25.40,170,1433,0.0200,0.885748,0,15537.7
1664,-22.60,215,1131,0.0200,0.895037,0,15539.8
1665,-29.30,27,315,0.0200,0.878140,0,15540.0
1666,0.40,159,1137,0.0200,0.917089,0,15541.7
1667,30.70,230,1753,0.0200,0.902376,0,15544.0
1668,-19.50,102,713,0.0200,0.887769,0,15545.1
1669,-11.90,212,1229,0.0200,0.851206,0,15547.2
1670,-17.10,200,1126,0.0200,0.894344,0,15549.2
1671,-40.10,153,709,0.0200,0.931833,0,15550.8
1672,-67.10,251,831,0.0200,0.979671,0,15553.4
1673,-23.30,111,711,0.0200,0.844193,0,15554.5
1674,-31.50,31,309,0.0200,1.017993,0,15554.8
1675,-6.80,69,706,0.0200,0.794985,0,15555.5
1676,59.90,215,1959,0.0200,0.862788,0,15557.7
1677,-10.10,81,722,0.0200,0.855618,0,15558.5
1678,-11.60,78,696,0.0200,0.962428,0,15559.3
1679,-9.20,75,706,0.0200,0.886666,0,15560.0
1680,12.20,203,1431,0.0200,0.975309,0,15562.2
1681,-11.60,129,899,0.0200,0.963223,0,15563.5
1682,-29.40,166,870,0.0200,0.877599,0,15565.2
1683,9.40,132,1122,0.0200,0.856584,0,15566.5
1684,-63.20,205,688,0.0200,0.837465,0,15568.6
1685,-16.50,127,843,0.0200,0.964478,0,15569.9
1686,-22.80,106,694,0.0200,0.850100,0,15571.0
1687,-14.40,136,898,0.0200,0.897282,0,15572.4
