episode,reward,length,x_pos,policy_loss,value_loss,entropy,flag_reached,time
1160,-12.20,265,1436,0,0,0,0,2178.9
1161,-762.10,2005,899,0,0,0,0,2197.1
1162,-4.60,65,722,0,0,0,0,2197.8
1163,-17.10,91,691,0,0,0,0,2198.7
1164,-779.70,2005,724,0,0,0,0,2216.9
1165,-762.10,2005,898,0,0,0,0,2234.9
1166,-15.20,208,1178,0,0,0,0,2236.7
1167,-8.40,73,706,0,0,0,0,2237.5
1168,4.00,282,1668,0,0,0,0,2239.9
1169,33.40,152,1441,0,0,0,0,2241.3
1170,-9.20,79,722,0,0,0,0,2242.1
1171,-19.50,343,1675,0,0,0,0,2245.2
1172,-11.50,76,687,0,0,0,0,2245.8
1173,-10.80,79,708,0,0,0,0,2246.5
1174,-14.30,212,1203,0,0,0,0,2248.6
1175,43.00,217,1798,0,0,0,0,2250.3
1176,-11.20,80,706,0,0,0,0,2251.2
1177,12.70,131,1150,0,0,0,0,2252.4
1178,28.00,224,1674,0,0,0,0,2254.5
1179,-4.80,68,722,0,0,0,0,2255.0
1180,-8.90,73,703,0,0,0,0,2255.8
1181,18.00,142,1246,0,0,0,0,2257.0
1182,-17.50,135,865,0,0,0,0,2258.2
1183,-6.00,64,694,0,0,0,0,2258.7
1184,24.50,173,1436,0,0,0,0,2260.4
1185,-7.60,75,723,0,0,0,0,2261.0
1186,-5.20,58,678,0,0,0,0,2261.7
1187,49.20,258,2024,0,0,0,0,2264.0
1188,33.20,145,1409,0,0,0,0,2265.3
1189,35.00,146,1433,0,0,0,0,2266.6
1190,17.30,211,1515,0,0,0,0,2268.5
1191,18.90,109,1123,0,0,0,0,2269.5
1192,-9.00,68,680,0,0,0,0,2270.1
1193,-5.20,85,788,0,0,0,0,2270.8
1194,25.60,170,1434,0,0,0,0,2272.3
1195,-4.80,68,722,0,0,0,0,2273.0
1196,28.70,161,1430,0,0,0,0,2274.4
1197,14.50,198,1434,0,0,0,0,2276.1
1198,35.10,167,1517,0,0,0,0,2277.8
1199,16.30,193,1434,0,0,0,0,2279.5
1200,34.30,150,1442,0,0,0,0,2280.8
1201,38.10,198,1673,0,0,0,0,2282.7
1202,-5.00,68,722,0,0,0,0,2283.3
1203,-4.80,68,722,0,0,0,0,2283.8
1204,-14.80,137,898,0,0,0,0,2285.1
1205,-25.30,150,847,0,0,0,0,2286.4
1206,-51.00,285,1127,0,0,0,0,2289.1
1207,-53.80,214,816,0,0,0,0,2290.8
1208,-70.10,333,1131,0,0,0,0,2294.0
1209,-35.00,130,668,0,0,0,0,2295.1
1210,-32.90,245,1150,0,0,0,0,2297.4
1211,-43.00,182,796,0,0,0,0,2299.0
1212,-13.80,84,698,0,0,0,0,2299.8
1213,-92.60,331,898,0,0,0,0,2302.6
1214,25.60,170,1434,0,0,0,0,2304.4
1215,-12.10,188,1128,0,0,0,0,2306.0
1216,-9.60,180,1124,0,0,0,0,2307.7
1217,-14.20,114,814,0,0,0,0,2308.7
1218,51.40,236,1956,0,0,0,0,2310.8
1219,40.40,270,1982,0,0,0,0,2313.2
1220,-7.80,100,820,0,0,0,0,2314.2
1221,-11.20,183,1122,0,0,0,0,2315.9
1222,-10.40,183,1128,0,0,0,0,2317.5
1223,-8.00,76,722,0,0,0,0,2318.2
1224,-14.90,114,807,0,0,0,0,2319.2
1225,-10.60,82,722,0,0,0,0,2319.8
1226,-55.80,299,1137,0,0,0,0,2322.8
1227,-11.80,81,704,0,0,0,0,2323.4
1228,-8.30,278,1527,0,0,0,0,2325.8
1229,-70.60,470,1672,0,0,0,0,2330.0
1230,-13.50,189,1122,0,0,0,0,2331.9
1231,-12.50,118,845,0,0,0,0,2332.7
1232,-7.80,75,723,0,0,0,0,2333.4
1233,10.50,127,1123,0,0,0,0,2334.6
1234,-5.10,68,723,0,0,0,0,2335.4
1235,-7.20,63,680,0,0,0,0,2335.9
1236,-11.30,105,807,0,0,0,0,2336.9
1237,-37.30,176,831,0,0,0,0,2338.4
1238,-6.50,66,697,0,0,0,0,2339.0
1239,-14.60,136,898,0,0,0,0,2340.7
1240,-15.60,87,690,0,0,0,0,2341.5
1241,-9.10,74,703,0,0,0,0,2342.3
1242,-15.10,134,883,0,0,0,0,2343.5
1243,-50.50,273,1132,0,0,0,0,2345.9
1244,-8.50,207,1243,0,0,0,0,2347.9
1245,19.40,186,1435,0,0,0,0,2349.4
1246,-1.60,162,1132,0,0,0,0,2351.1
1247,40.50,156,1527,0,0,0,0,2352.4
1248,-15.20,130,866,0,0,0,0,2353.6
1249,-17.50,200,1124,0,0,0,0,2355.3
1250,-4.80,68,722,0,0,0,0,2356.1
1251,-32.30,161,821,0,0,0,0,2357.4
1252,-87.20,381,1150,0,0,0,0,2361.0
1253,-491.10,1462,1435,0,0,0,0,2374.0
1254,-58.60,303,1125,0,0,0,0,2376.7
1255,25.60,500,2756,0,0,0,0,2381.2
1256,9.20,133,1124,0,0,0,0,2382.4
1257,-96.60,400,1132,0,0,0,0,2385.9
1258,-30.20,28,308,0,0,0,0,2386.1
1259,12.50,203,1435,0,0,0,0,2388.1
1260,-32.70,239,1129,0,0,0,0,2390.2
1261,22.00,235,1660,0,0,0,0,2392.4
1262,31.20,215,1672,0,0,0,0,2394.2
1263,21.60,178,1427,0,0,0,0,2395.9
1264,10.20,132,1128,0,0,0,0,2397.5
1265,17.90,318,1951,0,0,0,0,2400.6
1266,-9.00,122,899,0,0,0,0,2401.8
1267,-30.00,27,308,0,0,0,0,2402.0
1268,40.50,391,2469,0,0,0,0,2405.4
1269,13.00,125,1127,0,0,0,0,2406.6
1270,12.10,153,1233,0,0,0,0,2407.9
1271,-8.80,122,898,0,0,0,0,2409.0
1272,-4.80,68,722,0,0,0,0,2409.7
1273,-762.10,2005,898,0,0,0,0,2427.7
1274,-4.10,90,820,0,0,0,0,2428.3
1275,10.80,132,1136,0,0,0,0,2429.5
1276,-779.70,2005,723,0,0,0,0,2447.8
1277,10.30,131,1126,0,0,0,0,2449.0
1278,-26.20,150,836,0,0,0,0,2450.2
1279,-0.90,151,1231,0,0,0,0,2451.6
1280,-32.80,157,798,0,0,0,0,2453.2
1281,36.10,143,1433,0,0,0,0,2454.3
1282,-33.00,241,1133,0,0,0,0,2456.6
1283,-4.80,68,722,0,0,0,0,2457.1
1284,-4.80,68,723,0,0,0,0,2457.8
1285,-779.70,2005,722,0,0,0,0,2475.6
1286,-9.40,174,1218,0,0,0,0,2477.2
1287,36.60,142,1433,0,0,0,0,2478.5
1288,14.90,120,1129,0,0,0,0,2479.6
1289,35.90,145,1437,0,0,0,0,2480.9
1290,-4.80,68,722,0,0,0,0,2481.4
1291,-16.50,126,837,0,0,0,0,2482.5
1292,-8.80,122,898,0,0,0,0,2483.6
1293,-8.80,122,898,0,0,0,0,2484.7
1294,-20.20,139,854,0,0,0,0,2485.9
1295,8.10,152,1222,0,0,0,0,2487.4
1296,21.80,179,1433,0,0,0,0,2488.9
1297,4.60,223,1435,0,0,0,0,2491.0
1298,21.70,179,1433,0,0,0,0,2492.5
1299,-13.40,84,702,0,0,0,0,2493.4
1300,10.90,129,1125,0,0,0,0,2494.6
1301,26.60,168,1435,0,0,0,0,2496.1
1302,-9.00,122,898,0,0,0,0,2497.2
1303,9.40,133,1125,0,0,0,0,2498.3
1304,28.10,163,1433,0,0,0,0,2499.8
1305,-5.70,89,797,0,0,0,0,2500.8
1306,-5.40,91,810,0,0,0,0,2501.7
1307,-33.30,161,811,0,0,0,0,2503.0
1308,-10.50,106,817,0,0,0,0,2503.9
1309,30.30,158,1435,0,0,0,0,2505.4
1310,-24.80,146,836,0,0,0,0,2506.7
1311,28.80,162,1435,0,0,0,0,2508.2
1312,-3.20,164,1123,0,0,0,0,2509.6
1313,-11.10,109,823,0,0,0,0,2510.6
1314,38.00,139,1435,0,0,0,0,2511.9
1315,31.60,155,1433,0,0,0,0,2513.3
1316,5.50,144,1128,0,0,0,0,2514.5
1317,22.80,177,1435,0,0,0,0,2516.0
1318,-14.10,82,685,0,0,0,0,2516.7
1319,-5.80,89,796,0,0,0,0,2517.6
1320,1.40,230,1434,0,0,0,0,2519.7
1321,-24.20,153,868,0,0,0,0,2521.1
1322,-58.30,234,853,0,0,0,0,2523.1
1323,40.50,132,1433,0,0,0,0,2524.3
1324,5.90,219,1434,0,0,0,0,2526.2
1325,19.00,116,1153,0,0,0,0,2527.2
1326,23.20,176,1435,0,0,0,0,2528.9
1327,-762.10,2005,899,0,0,0,0,2546.6
1328,10.90,207,1434,0,0,0,0,2548.5
1329,-11.10,110,827,0,0,0,0,2549.5
1330,20.40,183,1435,0,0,0,0,2551.1
1331,-10.50,79,711,0,0,0,0,2551.8
1332,-7.00,70,708,0,0,0,0,2552.3
1333,40.30,133,1434,0,0,0,0,2553.5
1334,-18.00,145,899,0,0,0,0,2555.0
1335,12.40,126,1127,0,0,0,0,2556.1
1336,24.70,172,1433,0,0,0,0,2557.6
1337,-7.20,68,698,0,0,0,0,2558.2
1338,15.30,195,1433,0,0,0,0,2560.1
1339,27.20,166,1434,0,0,0,0,2561.6
1340,-11.00,77,696,0,0,0,0,2562.4
1341,34.60,147,1433,0,0,0,0,2563.6
1342,28.70,162,1435,0,0,0,0,2565.1
1343,31.60,155,1434,0,0,0,0,2566.4
1344,10.70,207,1434,0,0,0,0,2568.2
1345,-69.20,253,818,0,0,0,0,2570.6
1346,7.10,139,1127,0,0,0,0,2571.9
1347,-18.50,140,875,0,0,0,0,2573.2
1348,-11.50,112,831,0,0,0,0,2574.1
1349,15.30,118,1125,0,0,0,0,2575.2
1350,33.20,151,1435,0,0,0,0,2576.6
1351,-8.00,254,1433,0,0,0,0,2578.8
1352,-17.10,126,831,0,0,0,0,2580.0
1353,-22.80,101,676,0,0,0,0,2581.0
1354,-6.60,96,816,0,0,0,0,2581.9
1355,-21.70,140,843,0,0,0,0,2583.2
1356,-12.70,79,689,0,0,0,0,2583.8
1357,-9.80,80,722,0,0,0,0,2584.5
1358,-11.00,107,818,0,0,0,0,2585.6
1359,35.00,147,1435,0,0,0,0,2586.9
1360,-8.40,255,1434,0,0,0,0,2589.2
1361,25.50,170,1435,0,0,0,0,2590.7
1362,-21.30,287,1435,0,0,0,0,2593.5
1363,-6.90,96,813,0,0,0,0,2594.2
1364,39.30,135,1433,0,0,0,0,2595.4
1365,26.80,167,1434,0,0,0,0,2597.1
1366,-10.10,101,803,0,0,0,0,2597.8
1367,16.60,192,1434,0,0,0,0,2599.7
1368,20.50,182,1433,0,0,0,0,2601.3
1369,26.40,188,1516,0,0,0,0,2603.2
1370,38.50,396,2469,0,0,0,0,2606.7
1371,37.50,160,1513,0,0,0,0,2608.1
1372,26.40,166,1427,0,0,0,0,2609.8
1373,-14.60,117,822,0,0,0,0,2610.6
1374,10.90,130,1128,0,0,0,0,2611.8
1375,-21.40,141,848,0,0,0,0,2613.3
1376,-8.80,122,898,0,0,0,0,2614.2
1377,22.50,173,1416,0,0,0,0,2615.9
1378,43.80,147,1524,0,0,0,0,2617.2
1379,-13.70,125,861,0,0,0,0,2618.3
1380,-8.80,122,898,0,0,0,0,2619.5
1381,46.50,178,1677,0,0,0,0,2621.1
1382,-16.20,85,678,0,0,0,0,2621.9
1383,58.00,179,1796,0,0,0,0,2623.5
1384,44.60,145,1526,0,0,0,0,2624.9
1385,50.60,198,1798,0,0,0,0,2626.6
1386,-5.10,57,677,0,0,0,0,2627.3
1387,-30.00,27,308,0,0,0,0,2627.5
1388,-27.90,327,1527,0,0,0,0,2630.3
1389,-40.00,258,1131,0,0,0,0,2632.6
1390,-30.00,27,308,0,0,0,0,2632.8
1391,-30.00,27,308,0,0,0,0,2633.2
1392,-30.00,27,308,0,0,0,0,2633.4
1393,-30.00,27,308,0,0,0,0,2633.6
1394,-30.20,28,308,0,0,0,0,2633.9
1395,-30.00,27,308,0,0,0,0,2634.3
1396,-31.30,124,681,0,0,0,0,2635.4
1397,-43.40,271,1149,0,0,0,0,2637.8
1398,16.80,215,1528,0,0,0,0,2639.6
1399,-39.80,146,686,0,0,0,0,2640.9
1400,-9.50,74,701,0,0,0,0,2641.6
1401,0.70,232,1435,0,0,0,0,2643.7
1402,32.30,283,1955,0,0,0,0,2646.3
1403,-35.90,247,1129,0,0,0,0,2648.5
1404,-4.80,57,680,0,0,0,0,2649.0
1405,-30.00,27,308,0,0,0,0,2649.4
1406,-12.90,80,689,0,0,0,0,2650.0
1407,-14.70,83,685,0,0,0,0,2650.8
1408,-7.90,72,707,0,0,0,0,2651.3
1409,33.30,297,2021,0,0,0,0,2654.1
1410,-19.70,90,663,0,0,0,0,2655.0
1411,90.60,267,2473,0,0,0,0,2657.5
1412,-29.60,158,836,0,0,0,0,2658.8
1413,-6.30,60,677,0,0,0,0,2659.2
1414,-9.20,75,706,0,0,0,0,2660.0
1415,-12.10,79,693,0,0,0,0,2660.9
1416,42.10,217,1789,0,0,0,0,2662.7
1417,-24.70,218,1125,0,0,0,0,2664.7
1418,-10.00,189,1155,0,0,0,0,2666.3
1419,10.00,132,1127,0,0,0,0,2667.6
1420,55.70,183,1787,0,0,0,0,2669.4
1421,-11.50,78,697,0,0,0,0,2670.0
1422,-30.90,121,673,0,0,0,0,2671.2
1423,12.90,152,1235,0,0,0,0,2672.7
1424,-110.20,505,1417,0,0,0,0,2677.3
1425,-23.40,158,898,0,0,0,0,2678.7
1426,-19.40,206,1128,0,0,0,0,2680.6
1427,-15.70,197,1129,0,0,0,0,2682.4
1428,-4.90,57,679,0,0,0,0,2682.8
1429,-4.00,391,2022,0,0,0,0,2686.3
1430,-13.10,80,687,0,0,0,0,2687.0
1431,-56.90,187,679,0,0,0,0,2688.7
1432,26.70,167,1435,0,0,0,0,2690.2
1433,19.70,179,1413,0,0,0,0,2691.8
1434,37.30,135,1413,0,0,0,0,2693.1
1435,62.70,337,2472,0,0,0,0,2696.2
1436,7.60,215,1434,0,0,0,0,2698.3
1437,26.80,167,1435,0,0,0,0,2699.7
1438,-27.00,362,1676,0,0,0,0,2702.9
1439,12.90,224,1523,0,0,0,0,2704.9
1440,36.30,166,1527,0,0,0,0,2706.4
1441,-11.10,125,889,0,0,0,0,2707.6
1442,33.70,172,1523,0,0,0,0,2709.1
1443,39.30,158,1523,0,0,0,0,2710.5
1444,33.10,147,1418,0,0,0,0,2711.8
1445,-10.90,77,699,0,0,0,0,2712.6
1446,-5.10,57,675,0,0,0,0,2713.1
1447,-10.50,185,1135,0,0,0,0,2714.9
1448,-5.20,58,678,0,0,0,0,2715.3
1449,-10.40,76,698,0,0,0,0,2716.1
1450,46.70,376,2471,0,0,0,0,2719.6
1451,43.00,149,1526,0,0,0,0,2720.9
1452,0.80,155,1127,0,0,0,0,2722.2
1453,25.30,171,1435,0,0,0,0,2723.9
1454,60.50,173,1797,0,0,0,0,2725.5
1455,30.80,179,1522,0,0,0,0,2727.1
1456,-18.00,135,858,0,0,0,0,2728.4
1457,-11.40,77,694,0,0,0,0,2729.1
1458,-15.20,83,680,0,0,0,0,2729.9
1459,-3.90,266,1523,0,0,0,0,2732.4
1460,32.20,175,1522,0,0,0,0,2733.8
1461,43.80,147,1524,0,0,0,0,2735.2
1462,-14.90,130,869,0,0,0,0,2736.4
1463,-10.80,108,824,0,0,0,0,2737.4
1464,19.50,207,1521,0,0,0,0,2739.3
1465,37.00,164,1526,0,0,0,0,2740.8
1466,43.70,147,1525,0,0,0,0,2742.1
1467,43.80,147,1524,0,0,0,0,2743.4
1468,42.40,151,1526,0,0,0,0,2744.9
1469,-17.30,87,673,0,0,0,0,2745.6
1470,-12.60,131,899,0,0,0,0,2746.8
1471,-12.70,80,691,0,0,0,0,2747.6
1472,-11.60,111,828,0,0,0,0,2748.5
1473,-8.80,122,898,0,0,0,0,2750.0
1474,61.10,171,1793,0,0,0,0,2751.6
1475,14.60,121,1127,0,0,0,0,2752.7
1476,53.30,160,1671,0,0,0,0,2754.0
1477,-9.70,114,859,0,0,0,0,2755.1
1478,-48.40,221,898,0,0,0,0,2757.1
1479,-8.80,122,898,0,0,0,0,2758.1
1480,16.70,115,1126,0,0,0,0,2759.2
1481,1.80,152,1125,0,0,0,0,2760.6
1482,29.90,250,1797,0,0,0,0,2762.8
1483,25.70,257,1783,0,0,0,0,2765.1
1484,10.80,130,1128,0,0,0,0,2766.3
1485,33.40,174,1528,0,0,0,0,2767.8
1486,18.00,115,1139,0,0,0,0,2768.8
1487,-9.60,98,796,0,0,0,0,2769.6
1488,45.50,210,1795,0,0,0,0,2771.5
1489,-4.90,57,679,0,0,0,0,2772.1
1490,50.50,168,1675,0,0,0,0,2773.5
1491,47.30,243,1943,0,0,0,0,2775.7
1492,50.40,282,2131,0,0,0,0,2778.1
1493,-11.80,109,818,0,0,0,0,2779.2
1494,-4.90,57,679,0,0,0,0,2779.7
1495,31.90,154,1434,0,0,0,0,2781.0
1496,59.20,176,1796,0,0,0,0,2782.6
1497,-12.70,120,851,0,0,0,0,2783.7
1498,55.40,155,1672,0,0,0,0,2785.0
1499,-779.70,2005,722,0,0,0,0,2803.1
1500,-651.40,1882,1512,0,0,0,0,2819.9
1501,46.00,179,1676,0,0,0,0,2821.5
1502,-7.70,72,711,0,0,0,0,2822.2
1503,54.80,157,1676,0,0,0,0,2823.6
1504,48.60,244,1960,0,0,0,0,2825.8
1505,-15.00,83,682,0,0,0,0,2826.4
1506,-28.90,163,863,0,0,0,0,2828.0
1507,-10.30,105,815,0,0,0,0,2829.0
1508,26.00,188,1510,0,0,0,0,2830.5
1509,-7.70,72,709,0,0,0,0,2831.3
1510,-17.50,132,851,0,0,0,0,2832.6
1511,-10.40,76,700,0,0,0,0,2833.2
1512,-26.10,148,829,0,0,0,0,2834.5
1513,-29.60,308,1434,0,0,0,0,2837.3
1514,16.20,215,1522,0,0,0,0,2839.2
1515,45.80,207,1786,0,0,0,0,2841.2
1516,-42.20,151,682,0,0,0,0,2842.5
1517,-5.00,57,678,0,0,0,0,2843.1
1518,-10.20,102,804,0,0,0,0,2844.1
1519,-7.90,104,835,0,0,0,0,2844.8
1520,56.20,186,1804,0,0,0,0,2846.7
1521,-23.20,158,898,0,0,0,0,2848.1
1522,-5.50,60,683,0,0,0,0,2848.5
1523,39.20,156,1516,0,0,0,0,2850.1
1524,38.50,161,1527,0,0,0,0,2851.5
1525,40.10,154,1517,0,0,0,0,2852.9
1526,-9.00,122,900,0,0,0,0,2854.0
1527,40.90,219,1785,0,0,0,0,2856.1
1528,32.30,300,2021,0,0,0,0,2858.7
1529,-21.20,139,844,0,0,0,0,2860.0
1530,40.30,153,1513,0,0,0,0,2861.3
1531,-10.20,125,899,0,0,0,0,2862.5
1532,-18.40,90,676,0,0,0,0,2863.4
1533,-5.00,57,678,0,0,0,0,2864.0
1534,38.80,158,1520,0,0,0,0,2865.4
1535,44.30,146,1525,0,0,0,0,2866.7
1536,39.50,158,1525,0,0,0,0,2868.1
1537,-9.00,122,898,0,0,0,0,2869.2
1538,-7.00,97,816,0,0,0,0,2870.2
1539,19.60,135,1234,0,0,0,0,2871.4
1540,-4.90,57,679,0,0,0,0,2871.8
1541,-5.10,58,679,0,0,0,0,2872.4
1542,-25.30,147,833,0,0,0,0,2873.7
1543,34.50,142,1413,0,0,0,0,2875.0
1544,-12.30,117,845,0,0,0,0,2876.1
1545,-0.60,230,1414,0,0,0,0,2878.1
1546,14.40,191,1408,0,0,0,0,2879.8
1547,-20.00,150,898,0,0,0,0,2881.2
1548,11.00,201,1414,0,0,0,0,2883.0
1549,-30.00,27,308,0,0,0,0,2883.2
1550,-8.80,122,898,0,0,0,0,2884.4
1551,14.80,191,1409,0,0,0,0,2886.1
1552,-8.80,122,898,0,0,0,0,2887.2
1553,27.20,160,1412,0,0,0,0,2888.6
1554,-12.40,117,842,0,0,0,0,2889.6
1555,30.80,153,1418,0,0,0,0,2891.0
1556,14.50,216,1507,0,0,0,0,2893.0
1557,7.50,139,1130,0,0,0,0,2894.3
1558,41.00,130,1427,0,0,0,0,2895.5
1559,27.20,184,1506,0,0,0,0,2897.1
1560,20.20,133,1234,0,0,0,0,2898.3
1561,35.70,167,1525,0,0,0,0,2899.9
1562,-4.70,264,1507,0,0,0,0,2902.2
1563,-15.70,199,1136,0,0,0,0,2904.0
1564,-18.10,298,1511,0,0,0,0,2906.7
1565,-5.50,58,675,0,0,0,0,2907.1
1566,-15.50,131,867,0,0,0,0,2908.3
1567,-10.10,101,803,0,0,0,0,2909.3
1568,-5.80,59,676,0,0,0,0,2909.8
1569,-113.10,363,821,0,0,0,0,2913.0
1570,-76.50,446,1517,0,0,0,0,2917.1
1571,-17.50,273,1416,0,0,0,0,2919.4
1572,-71.20,258,818,0,0,0,0,2921.9
1573,23.10,195,1511,0,0,0,0,2923.5
1574,24.30,193,1515,0,0,0,0,2925.4
1575,-13.70,286,1507,0,0,0,0,2928.0
1576,-28.00,170,898,0,0,0,0,2929.5
1577,-25.90,109,677,0,0,0,0,2930.5
1578,14.70,217,1513,0,0,0,0,2932.5
1579,-9.70,68,675,0,0,0,0,2933.0
1580,-33.00,182,898,0,0,0,0,2934.9
1581,-14.00,80,680,0,0,0,0,2935.5
1582,37.00,160,1510,0,0,0,0,2937.0
1583,9.40,266,1658,0,0,0,0,2939.5
1584,-10.10,72,687,0,0,0,0,2940.1
1585,-10.30,73,689,0,0,0,0,2940.8
1586,22.60,177,1433,0,0,0,0,2942.7
1587,33.40,148,1423,0,0,0,0,2944.2
1588,-20.80,99,686,0,0,0,0,2945.2
1589,13.40,122,1122,0,0,0,0,2946.3
1590,-16.00,85,678,0,0,0,0,2947.1
1591,-13.40,133,898,0,0,0,0,2948.3
1592,-5.50,59,679,0,0,0,0,2948.8
1593,36.90,136,1411,0,0,0,0,2950.0
1594,31.30,175,1513,0,0,0,0,2951.8
1595,36.00,165,1518,0,0,0,0,2953.2
1596,-30.00,27,308,0,0,0,0,2953.4
1597,-44.20,153,668,0,0,0,0,2954.8
1598,-14.50,120,835,0,0,0,0,2956.0
1599,-8.10,253,1431,0,0,0,0,2958.3
1600,-68.50,216,679,0,0,0,0,2960.4
1601,-31.80,135,722,0,0,0,0,2961.7
1602,-17.80,88,674,0,0,0,0,2962.4
1603,-24.20,287,1404,0,0,0,0,2965.0
1604,-38.70,148,703,0,0,0,0,2966.2
1605,12.10,199,1415,0,0,0,0,2968.2
1606,-23.10,139,823,0,0,0,0,2969.5
1607,28.90,155,1409,0,0,0,0,2970.9
1608,-22.50,96,659,0,0,0,0,2971.8
1609,23.30,171,1414,0,0,0,0,2973.3
1610,-15.10,83,681,0,0,0,0,2974.1
1611,-9.20,123,898,0,0,0,0,2975.2
1612,-13.00,81,692,0,0,0,0,2975.8
1613,-15.00,84,684,0,0,0,0,2976.6
1614,-16.70,86,675,0,0,0,0,2977.5
1615,-410.40,1109,830,0,0,0,0,2987.3
1616,-25.50,99,649,0,0,0,0,2988.2
1617,-16.70,85,673,0,0,0,0,2989.1
1618,-1.00,150,1196,0,0,0,0,2990.4
1619,-139.40,503,1123,0,0,0,0,2995.0
1620,6.00,142,1127,0,0,0,0,2996.2
1621,-8.80,122,899,0,0,0,0,2997.4
1622,-16.60,85,674,0,0,0,0,2998.1
1623,7.20,166,1234,0,0,0,0,2999.6
1624,-14.40,82,682,0,0,0,0,3000.4
1625,-14.30,82,685,0,0,0,0,3001.0
1626,-21.00,152,900,0,0,0,0,3002.4
1627,-28.20,170,900,0,0,0,0,3004.0
1628,-19.80,197,1195,0,0,0,0,3005.7
1629,-27.30,216,1179,0,0,0,0,3007.8
1630,-25.40,148,836,0,0,0,0,3009.1
1631,-5.90,189,1235,0,0,0,0,3010.9
1632,-12.30,178,1215,0,0,0,0,3012.4
1633,-232.60,659,808,0,0,0,0,3018.5
1634,-5.00,58,680,0,0,0,0,3019.1
1635,-56.40,197,723,0,0,0,0,3020.8
1636,1.90,217,1387,0,0,0,0,3022.9
1637,21.50,174,1411,0,0,0,0,3024.5
1638,-14.60,83,684,0,0,0,0,3025.2
1639,-15.00,83,680,0,0,0,0,3025.8
1640,21.60,177,1422,0,0,0,0,3027.6
1641,-56.00,398,1532,0,0,0,0,3031.2
1642,3.70,224,1431,0,0,0,0,3033.2
1643,-676.80,1912,1378,0,0,0,0,3050.4
1644,-11.30,77,695,0,0,0,0,3051.0
1645,-557.60,1619,1400,0,0,0,0,3065.4
1646,-14.20,82,684,0,0,0,0,3066.3
1647,-12.90,80,691,0,0,0,0,3066.9
1648,43.90,182,1667,0,0,0,0,3068.6
1649,-17.10,299,1523,0,0,0,0,3071.2
1650,45.40,250,1952,0,0,0,0,3073.6
1651,-82.40,262,722,0,0,0,0,3076.5
1652,37.60,197,1664,0,0,0,0,3078.4
1653,26.70,158,1397,0,0,0,0,3080.3
1654,29.90,151,1400,0,0,0,0,3081.9
1655,5.50,217,1422,0,0,0,0,3084.2
1656,-14.90,84,685,0,0,0,0,3084.9
1657,-28.20,170,898,0,0,0,0,3086.9
1658,-37.60,140,684,0,0,0,0,3088.2
1659,-26.20,146,820,0,0,0,0,3089.5
1660,19.00,209,1524,0,0,0,0,3091.2
1661,35.00,233,1782,0,0,0,0,3093.4
1662,4.20,218,1414,0,0,0,0,3095.4
1663,22.60,176,1428,0,0,0,0,3097.0
1664,-9.90,71,685,0,0,0,0,3097.7
1665,-9.20,75,706,0,0,0,0,3098.3
1666,-31.00,133,722,0,0,0,0,3099.6
1667,48.00,200,1778,0,0,0,0,3101.4
1668,-19.40,90,664,0,0,0,0,3102.2
1669,-30.00,27,308,0,0,0,0,3102.4
1670,-30.00,27,308,0,0,0,0,3102.6
1671,-10.00,125,898,0,0,0,0,3103.7
1672,47.80,171,1662,0,0,0,0,3105.3
1673,37.80,153,1490,0,0,0,0,3106.6
1674,26.30,161,1406,0,0,0,0,3108.1
1675,33.70,142,1403,0,0,0,0,3109.4
1676,17.60,139,1232,0,0,0,0,3110.6
1677,-17.20,143,898,0,0,0,0,3111.9
1678,23.80,170,1416,0,0,0,0,3113.6
1679,-6.60,64,690,0,0,0,0,3114.1
1680,36.00,137,1408,0,0,0,0,3115.4
1681,-9.90,252,1406,0,0,0,0,3117.7
1682,-3.00,235,1410,0,0,0,0,3119.8
1683,-5.40,59,682,0,0,0,0,3120.3
1684,11.90,198,1411,0,0,0,0,3122.2
1685,0.10,228,1410,0,0,0,0,3124.2
1686,13.60,155,1256,0,0,0,0,3125.6
1687,-8.80,122,898,0,0,0,0,3126.8
1688,35.10,140,1411,0,0,0,0,3128.0
1689,-6.10,91,801,0,0,0,0,3128.9
1690,24.10,167,1409,0,0,0,0,3130.4
1691,-16.60,141,898,0,0,0,0,3131.6
1692,36.70,136,1411,0,0,0,0,3132.8
1693,-50.40,226,898,0,0,0,0,3135.0
1694,23.40,168,1404,0,0,0,0,3136.4
1695,-23.50,145,843,0,0,0,0,3137.8
1696,-762.10,2005,899,0,0,0,0,3155.9
1697,35.10,159,1487,0,0,0,0,3157.3
1698,-154.00,613,1410,0,0,0,0,3162.8
1699,23.70,168,1406,0,0,0,0,3164.3
1700,-12.60,131,898,0,0,0,0,3165.5
1701,53.50,192,1801,0,0,0,0,3167.4
1702,5.40,214,1410,0,0,0,0,3169.3
1703,12.40,230,1542,0,0,0,0,3171.3
1704,29.10,162,1438,0,0,0,0,3172.9
1705,-0.70,165,1152,0,0,0,0,3174.3
1706,-6.90,271,1513,0,0,0,0,3176.7
1707,-0.90,255,1511,0,0,0,0,3179.1
1708,-11.20,109,824,0,0,0,0,3180.1
1709,48.50,201,1787,0,0,0,0,3182.0
1710,32.00,169,1496,0,0,0,0,3183.4
1711,47.50,203,1787,0,0,0,0,3185.2
1712,44.30,181,1665,0,0,0,0,3187.0
1713,-6.00,64,694,0,0,0,0,3187.4
1714,-17.60,134,858,0,0,0,0,3188.7
