episode,reward,length,x_pos,policy_loss,value_loss,entropy,flag_reached,time
590,1.10,184,1245,0,0,0,0,1155.9
591,-30.30,150,797,0,0,0,0,1157.3
592,-18.30,141,881,0,0,0,0,1158.5
593,-81.90,247,667,0,0,0,0,1160.7
594,-23.00,141,832,0,0,0,0,1162.1
595,-27.80,169,899,0,0,0,0,1163.6
596,-47.10,164,683,0,0,0,0,1165.0
597,-58.00,234,854,0,0,0,0,1167.1
598,-0.60,165,1153,0,0,0,0,1168.4
599,36.70,142,1433,0,0,0,0,1169.7
600,-63.90,316,1125,0,0,0,0,1172.7
601,-27.40,155,844,0,0,0,0,1174.0
602,-20.20,97,686,0,0,0,0,1175.0
603,-30.00,27,308,0,0,0,0,1175.1
604,-30.80,30,310,0,0,0,0,1175.4
605,-14.50,193,1127,0,0,0,0,1177.2
606,-23.50,106,689,0,0,0,0,1178.1
607,-13.60,193,1135,0,0,0,0,1179.7
608,-24.40,110,694,0,0,0,0,1180.7
609,-22.80,104,688,0,0,0,0,1181.7
610,-45.20,273,1138,0,0,0,0,1184.1
611,-40.70,144,669,0,0,0,0,1185.3
612,-42.70,186,817,0,0,0,0,1186.9
613,-36.90,177,837,0,0,0,0,1188.6
614,-30.00,28,312,0,0,0,0,1188.8
615,-22.30,378,1787,0,0,0,0,1192.2
616,-63.60,259,899,0,0,0,0,1194.5
617,-47.10,164,683,0,0,0,0,1195.9
618,13.30,200,1433,0,0,0,0,1197.8
619,-21.20,149,884,0,0,0,0,1199.1
620,-22.10,104,693,0,0,0,0,1200.0
621,-0.40,165,1153,0,0,0,0,1201.4
622,-11.90,76,683,0,0,0,0,1202.2
623,-48.40,165,676,0,0,0,0,1203.5
624,9.00,211,1433,0,0,0,0,1205.6
625,-30.00,27,308,0,0,0,0,1205.8
626,-19.50,206,1129,0,0,0,0,1207.5
627,-40.10,149,695,0,0,0,0,1208.9
628,-26.00,303,1450,0,0,0,0,1211.5
629,-11.90,124,877,0,0,0,0,1212.6
630,-34.20,129,674,0,0,0,0,1213.8
631,-32.90,162,817,0,0,0,0,1215.2
632,-30.00,27,308,0,0,0,0,1215.4
633,-38.30,175,815,0,0,0,0,1217.1
634,-27.00,244,1207,0,0,0,0,1219.3
635,-61.70,230,801,0,0,0,0,1221.4
636,-97.40,477,1433,0,0,0,0,1225.5
637,-45.80,158,672,0,0,0,0,1227.1
638,-31.30,334,1523,0,0,0,0,1229.9
639,-70.50,261,837,0,0,0,0,1232.2
640,-28.60,305,1434,0,0,0,0,1235.0
641,3.00,150,1127,0,0,0,0,1236.3
642,-34.90,126,655,0,0,0,0,1237.4
643,3.30,226,1437,0,0,0,0,1239.3
644,-30.90,120,669,0,0,0,0,1240.5
645,22.50,177,1433,0,0,0,0,1242.1
646,-30.60,122,682,0,0,0,0,1243.3
647,37.40,288,2026,0,0,0,0,1245.9
648,-9.90,258,1433,0,0,0,0,1248.1
649,-19.10,129,823,0,0,0,0,1249.3
650,-1.80,164,1137,0,0,0,0,1250.9
651,-43.10,152,675,0,0,0,0,1252.1
652,-78.20,295,898,0,0,0,0,1254.9
653,5.70,217,1424,0,0,0,0,1256.8
654,-44.50,404,1671,0,0,0,0,1260.5
655,-17.50,87,673,0,0,0,0,1261.1
656,-31.30,29,303,0,0,0,0,1261.6
657,-18.00,88,670,0,0,0,0,1262.2
658,-36.90,137,677,0,0,0,0,1263.4
659,-30.00,27,308,0,0,0,0,1263.8
660,-17.10,91,693,0,0,0,0,1264.4
661,-17.20,96,710,0,0,0,0,1265.3
662,-3.30,201,1271,0,0,0,0,1267.3
663,-140.80,452,898,0,0,0,0,1271.2
664,62.30,210,1963,0,0,0,0,1273.2
665,-34.50,314,1413,0,0,0,0,1275.9
666,-75.00,347,1137,0,0,0,0,1279.1
667,-14.70,83,683,0,0,0,0,1279.9
668,-8.70,182,1138,0,0,0,0,1281.4
669,-29.90,27,309,0,0,0,0,1281.6
670,-5.40,69,722,0,0,0,0,1282.3
671,-40.60,258,1126,0,0,0,0,1284.6
672,-63.40,258,898,0,0,0,0,1287.0
673,-23.20,218,1138,0,0,0,0,1288.7
674,-30.20,28,308,0,0,0,0,1289.1
675,-12.50,84,709,0,0,0,0,1289.8
676,-12.00,78,692,0,0,0,0,1290.6
677,-7.70,72,709,0,0,0,0,1291.1
678,-7.80,72,710,0,0,0,0,1291.9
679,-10.60,184,1128,0,0,0,0,1293.4
680,19.80,185,1435,0,0,0,0,1295.2
681,-30.00,27,308,0,0,0,0,1295.4
682,-20.40,97,684,0,0,0,0,1296.4
683,-10.20,76,700,0,0,0,0,1297.0
684,21.60,239,1672,0,0,0,0,1299.1
685,-16.20,275,1435,0,0,0,0,1301.8
686,-10.80,183,1124,0,0,0,0,1303.3
687,-37.30,172,813,0,0,0,0,1304.8
688,-17.30,91,689,0,0,0,0,1305.5
689,-1.00,184,1224,0,0,0,0,1307.2
690,-12.80,79,688,0,0,0,0,1308.0
691,-22.20,129,792,0,0,0,0,1309.2
692,-29.90,27,309,0,0,0,0,1309.4
693,-13.90,85,701,0,0,0,0,1310.2
694,-24.90,293,1422,0,0,0,0,1312.7
695,2.70,153,1136,0,0,0,0,1314.1
696,39.50,194,1669,0,0,0,0,1316.1
697,-12.80,82,698,0,0,0,0,1316.9
698,-16.50,138,885,0,0,0,0,1318.1
699,0.90,154,1123,0,0,0,0,1319.5
700,-16.00,87,688,0,0,0,0,1320.4
701,-14.40,193,1125,0,0,0,0,1321.9
702,-9.90,253,1410,0,0,0,0,1324.3
703,12.50,202,1433,0,0,0,0,1326.1
704,-10.80,76,696,0,0,0,0,1326.7
705,-15.00,137,898,0,0,0,0,1327.9
706,0.10,159,1136,0,0,0,0,1329.3
707,-14.70,196,1136,0,0,0,0,1331.1
708,-762.10,2005,899,0,0,0,0,1348.9
709,-216.60,641,898,0,0,0,0,1354.6
710,-12.30,117,843,0,0,0,0,1355.7
711,-376.50,1175,1434,0,0,0,0,1366.1
712,4.40,223,1433,0,0,0,0,1368.0
713,-7.80,73,712,0,0,0,0,1368.6
714,-18.90,91,675,0,0,0,0,1369.5
715,-103.90,446,1243,0,0,0,0,1373.3
716,15.00,197,1436,0,0,0,0,1375.2
717,-12.70,83,705,0,0,0,0,1375.8
718,-20.10,95,677,0,0,0,0,1376.7
719,-25.00,162,899,0,0,0,0,1378.0
720,-21.40,103,696,0,0,0,0,1379.0
721,-11.40,81,710,0,0,0,0,1379.8
722,-17.10,126,831,0,0,0,0,1381.0
723,-28.90,147,799,0,0,0,0,1382.2
724,-37.30,138,677,0,0,0,0,1383.4
725,-29.90,27,309,0,0,0,0,1383.6
726,-134.80,437,898,0,0,0,0,1387.5
727,-121.30,386,829,0,0,0,0,1391.2
728,-5.90,60,681,0,0,0,0,1391.6
729,-374.20,1035,898,0,0,0,0,1400.7
730,-21.40,133,818,0,0,0,0,1401.9
731,-13.20,112,814,0,0,0,0,1402.9
732,-30.20,28,310,0,0,0,0,1403.1
733,-762.10,2005,899,0,0,0,0,1421.1
734,-24.00,147,846,0,0,0,0,1422.4
735,-19.00,93,682,0,0,0,0,1423.2
736,-31.10,176,899,0,0,0,0,1424.6
737,-19.80,102,708,0,0,0,0,1425.6
738,-37.00,127,673,0,0,0,0,1426.8
739,-51.50,227,898,0,0,0,0,1428.8
740,-24.00,160,899,0,0,0,0,1430.2
741,-13.10,80,689,0,0,0,0,1431.0
742,-99.60,484,1438,0,0,0,0,1435.3
743,-162.40,506,899,0,0,0,0,1439.8
744,-16.30,198,1126,0,0,0,0,1441.4
745,-30.00,27,308,0,0,0,0,1441.6
746,-25.30,105,665,0,0,0,0,1442.5
747,14.70,197,1435,0,0,0,0,1444.4
748,12.20,204,1435,0,0,0,0,1446.1
749,-27.60,122,710,0,0,0,0,1447.2
750,32.50,152,1433,0,0,0,0,1448.6
751,14.40,123,1136,0,0,0,0,1449.6
752,18.70,181,1411,0,0,0,0,1451.4
753,21.50,202,1523,0,0,0,0,1453.1
754,-24.40,110,696,0,0,0,0,1454.1
755,0.50,232,1433,0,0,0,0,1456.3
756,-12.70,79,689,0,0,0,0,1457.0
757,-1.70,164,1136,0,0,0,0,1458.4
758,25.50,170,1434,0,0,0,0,1459.9
759,11.40,129,1127,0,0,0,0,1461.1
760,-17.30,89,683,0,0,0,0,1461.9
761,-5.40,69,722,0,0,0,0,1462.6
762,-10.30,76,701,0,0,0,0,1463.1
763,-32.00,130,698,0,0,0,0,1464.3
764,26.70,167,1434,0,0,0,0,1465.8
765,-25.20,297,1433,0,0,0,0,1468.4
766,33.50,150,1434,0,0,0,0,1469.8
767,-11.70,75,681,0,0,0,0,1470.3
768,34.00,149,1435,0,0,0,0,1471.9
769,-9.60,76,706,0,0,0,0,1472.4
770,-12.40,114,832,0,0,0,0,1473.4
771,-13.70,118,833,0,0,0,0,1474.4
772,-36.80,148,722,0,0,0,0,1475.8
773,-14.00,135,898,0,0,0,0,1476.9
774,-6.10,65,699,0,0,0,0,1477.5
775,-60.60,385,1434,0,0,0,0,1481.1
776,-13.40,133,898,0,0,0,0,1482.3
777,-8.50,69,689,0,0,0,0,1482.8
778,31.70,155,1434,0,0,0,0,1484.3
779,-12.00,83,710,0,0,0,0,1484.9
780,-0.40,158,1127,0,0,0,0,1486.3
781,-4.40,170,1136,0,0,0,0,1487.9
782,22.80,177,1435,0,0,0,0,1489.6
783,-4.80,68,722,0,0,0,0,1490.2
784,-14.10,87,705,0,0,0,0,1490.9
785,3.80,224,1433,0,0,0,0,1492.9
786,23.20,176,1433,0,0,0,0,1494.7
787,-13.70,86,705,0,0,0,0,1495.3
788,-19.50,96,687,0,0,0,0,1496.2
789,-30.00,27,308,0,0,0,0,1496.4
790,-31.40,30,306,0,0,0,0,1496.6
791,-15.00,194,1124,0,0,0,0,1498.6
792,9.20,211,1434,0,0,0,0,1500.5
793,14.30,198,1434,0,0,0,0,1502.2
794,-8.90,179,1124,0,0,0,0,1503.8
795,-1.80,238,1434,0,0,0,0,1505.9
796,-12.20,82,704,0,0,0,0,1506.7
797,-17.60,91,688,0,0,0,0,1507.5
798,-14.70,121,837,0,0,0,0,1508.5
799,-15.60,84,678,0,0,0,0,1509.3
800,-30.20,150,798,0,0,0,0,1510.6
801,-11.80,186,1126,0,0,0,0,1512.4
802,-36.40,147,722,0,0,0,0,1513.7
803,18.80,187,1433,0,0,0,0,1515.5
804,-12.90,83,701,0,0,0,0,1516.1
805,-12.80,190,1131,0,0,0,0,1517.9
806,-18.80,147,898,0,0,0,0,1519.2
807,12.20,204,1435,0,0,0,0,1520.8
808,-30.40,176,898,0,0,0,0,1522.5
809,-20.70,129,807,0,0,0,0,1523.6
810,-166.40,516,899,0,0,0,0,1528.3
811,-21.80,99,676,0,0,0,0,1529.2
812,-76.90,266,793,0,0,0,0,1531.5
813,-95.30,315,805,0,0,0,0,1534.3
814,-35.20,144,722,0,0,0,0,1535.5
815,-28.40,161,858,0,0,0,0,1537.1
816,-779.70,2005,723,0,0,0,0,1555.0
817,-89.70,458,1433,0,0,0,0,1559.1
818,-36.80,148,723,0,0,0,0,1560.4
819,-122.10,383,811,0,0,0,0,1563.9
820,-37.00,172,816,0,0,0,0,1565.3
821,-21.90,214,1136,0,0,0,0,1567.3
822,-37.20,137,676,0,0,0,0,1568.4
823,-69.90,409,1436,0,0,0,0,1572.0
824,-29.20,230,1127,0,0,0,0,1574.2
825,4.30,149,1136,0,0,0,0,1575.5
826,-30.00,27,308,0,0,0,0,1575.7
827,-16.00,200,1138,0,0,0,0,1577.5
828,26.00,169,1435,0,0,0,0,1579.0
829,-42.80,185,810,0,0,0,0,1580.7
830,-16.30,91,701,0,0,0,0,1581.4
831,-33.00,171,854,0,0,0,0,1583.0
832,-34.50,36,299,0,0,0,0,1583.3
833,-9.90,77,707,0,0,0,0,1584.1
834,-33.30,35,307,0,0,0,0,1584.3
835,3.50,225,1433,0,0,0,0,1586.4
836,32.20,154,1437,0,0,0,0,1587.7
837,-7.00,252,1438,0,0,0,0,1590.0
838,-60.20,250,899,0,0,0,0,1592.2
839,28.10,163,1433,0,0,0,0,1593.7
840,-15.70,92,709,0,0,0,0,1594.6
841,0.90,233,1438,0,0,0,0,1596.8
842,-11.00,185,1128,0,0,0,0,1598.3
843,5.50,220,1435,0,0,0,0,1600.4
844,-14.60,88,704,0,0,0,0,1601.0
845,-21.00,98,680,0,0,0,0,1602.0
846,-12.30,265,1436,0,0,0,0,1604.3
847,-2.80,164,1127,0,0,0,0,1605.9
848,6.40,219,1438,0,0,0,0,1607.6
849,-21.20,98,678,0,0,0,0,1608.6
850,-185.30,553,859,0,0,0,0,1613.4
851,-29.80,309,1436,0,0,0,0,1616.1
852,-50.30,360,1435,0,0,0,0,1619.4
853,-17.90,93,693,0,0,0,0,1620.1
854,-33.00,35,310,0,0,0,0,1620.5
855,20.30,183,1434,0,0,0,0,1622.1
856,-11.70,81,705,0,0,0,0,1622.8
857,-779.70,2005,723,0,0,0,0,1640.8
858,-779.70,2005,723,0,0,0,0,1658.7
859,-16.90,95,709,0,0,0,0,1659.6
860,-24.10,102,667,0,0,0,0,1660.5
861,-779.70,2005,722,0,0,0,0,1678.2
862,-779.70,2005,722,0,0,0,0,1696.4
863,-89.70,277,711,0,0,0,0,1698.8
864,-367.10,1006,851,0,0,0,0,1707.8
865,-80.20,357,1125,0,0,0,0,1711.0
866,-18.40,129,830,0,0,0,0,1712.2
867,-2.40,164,1131,0,0,0,0,1713.6
868,-9.90,76,703,0,0,0,0,1714.3
869,25.50,170,1433,0,0,0,0,1715.8
870,19.40,186,1437,0,0,0,0,1717.4
871,25.80,169,1433,0,0,0,0,1719.0
872,-13.10,124,863,0,0,0,0,1720.2
873,-34.00,37,306,0,0,0,0,1720.5
874,19.90,185,1436,0,0,0,0,1722.1
875,-33.10,34,305,0,0,0,0,1722.5
876,32.50,153,1436,0,0,0,0,1723.8
877,7.00,142,1137,0,0,0,0,1725.1
878,-34.70,38,303,0,0,0,0,1725.4
879,-34.00,37,306,0,0,0,0,1725.6
880,-33.20,183,898,0,0,0,0,1727.4
881,-33.80,36,306,0,0,0,0,1727.7
882,-33.70,36,307,0,0,0,0,1728.0
883,-8.40,66,680,0,0,0,0,1728.6
884,-9.60,259,1437,0,0,0,0,1730.8
885,6.50,147,1152,0,0,0,0,1732.2
886,16.20,193,1433,0,0,0,0,1734.0
887,-8.90,67,677,0,0,0,0,1734.5
888,1.20,154,1127,0,0,0,0,1735.8
889,-37.70,42,291,0,0,0,0,1736.3
890,-36.70,41,295,0,0,0,0,1736.6
891,-35.80,39,298,0,0,0,0,1737.0
892,-2.00,240,1438,0,0,0,0,1739.7
893,-12.60,131,898,0,0,0,0,1740.8
894,-33.60,36,306,0,0,0,0,1741.3
895,25.00,172,1435,0,0,0,0,1742.8
896,-20.30,210,1135,0,0,0,0,1744.7
897,-34.60,38,304,0,0,0,0,1745.0
898,2.90,315,1789,0,0,0,0,1747.8
899,-34.70,38,303,0,0,0,0,1748.2
900,-34.60,38,304,0,0,0,0,1748.4
901,-10.30,71,681,0,0,0,0,1749.0
902,-34.80,38,302,0,0,0,0,1749.5
903,-32.20,34,314,0,0,0,0,1749.7
904,-21.80,99,678,0,0,0,0,1750.7
905,-8.80,68,684,0,0,0,0,1751.1
906,8.20,236,1526,0,0,0,0,1753.3
907,-8.60,178,1123,0,0,0,0,1754.9
908,-30.40,332,1522,0,0,0,0,1757.8
909,-23.20,158,898,0,0,0,0,1759.1
910,-35.80,39,298,0,0,0,0,1759.6
911,21.60,194,1490,0,0,0,0,1761.3
912,-46.80,198,822,0,0,0,0,1763.1
913,-12.50,82,701,0,0,0,0,1763.7
914,-18.90,226,1217,0,0,0,0,1765.8
915,0.80,232,1436,0,0,0,0,1767.9
916,-8.70,67,679,0,0,0,0,1768.4
917,5.80,219,1433,0,0,0,0,1770.4
918,-15.70,122,831,0,0,0,0,1771.5
919,-16.30,133,869,0,0,0,0,1772.8
920,-5.10,266,1513,0,0,0,0,1775.2
921,-22.00,104,696,0,0,0,0,1776.2
922,-20.80,94,668,0,0,0,0,1777.0
923,-29.80,155,820,0,0,0,0,1778.4
924,30.10,159,1437,0,0,0,0,1779.8
925,-16.30,123,827,0,0,0,0,1780.9
926,-16.30,275,1436,0,0,0,0,1783.4
927,-32.70,35,313,0,0,0,0,1783.9
928,-28.40,171,898,0,0,0,0,1785.3
929,-1.00,237,1438,0,0,0,0,1787.7
930,-32.50,34,311,0,0,0,0,1787.9
931,-10.00,182,1127,0,0,0,0,1789.6
932,-22.10,212,1124,0,0,0,0,1791.4
933,10.90,207,1437,0,0,0,0,1793.3
934,-27.60,112,670,0,0,0,0,1794.4
935,-762.10,2005,899,0,0,0,0,1812.0
936,-33.70,240,1125,0,0,0,0,1814.2
937,-762.10,2005,899,0,0,0,0,1833.6
938,-68.20,270,899,0,0,0,0,1836.5
939,-30.60,311,1435,0,0,0,0,1839.5
940,-32.20,34,312,0,0,0,0,1839.9
941,-13.60,190,1123,0,0,0,0,1841.6
942,-90.80,327,900,0,0,0,0,1844.6
943,7.40,216,1437,0,0,0,0,1846.4
944,-9.60,180,1123,0,0,0,0,1848.2
945,-41.60,146,668,0,0,0,0,1849.7
946,-26.70,115,691,0,0,0,0,1850.8
947,-30.90,31,315,0,0,0,0,1851.1
948,-30.10,159,833,0,0,0,0,1852.6
949,25.80,170,1436,0,0,0,0,1854.5
950,-39.60,151,708,0,0,0,0,1855.8
951,-762.10,2005,898,0,0,0,0,1875.9
952,1.20,231,1435,0,0,0,0,1878.3
953,17.70,190,1434,0,0,0,0,1880.4
954,-15.40,272,1434,0,0,0,0,1883.3
955,19.10,186,1434,0,0,0,0,1885.1
956,-33.50,36,307,0,0,0,0,1885.6
957,-31.30,31,311,0,0,0,0,1885.9
958,-31.60,32,312,0,0,0,0,1886.2
959,-30.10,29,313,0,0,0,0,1886.4
960,2.70,228,1438,0,0,0,0,1888.9
961,-34.50,35,293,0,0,0,0,1889.2
962,-15.30,117,813,0,0,0,0,1890.2
963,-15.20,84,684,0,0,0,0,1891.1
964,33.60,151,1437,0,0,0,0,1892.4
965,14.50,198,1434,0,0,0,0,1894.3
966,-30.90,31,315,0,0,0,0,1894.6
967,-26.00,145,818,0,0,0,0,1895.9
968,-6.60,173,1123,0,0,0,0,1897.3
969,3.20,227,1438,0,0,0,0,1899.4
970,-23.40,143,838,0,0,0,0,1900.6
971,-8.40,73,708,0,0,0,0,1901.4
972,-11.60,263,1433,0,0,0,0,1903.7
973,25.90,170,1437,0,0,0,0,1905.1
974,19.80,185,1435,0,0,0,0,1906.9
975,-17.80,93,694,0,0,0,0,1907.6
976,32.30,153,1434,0,0,0,0,1909.1
977,15.50,195,1435,0,0,0,0,1910.7
978,-45.20,155,666,0,0,0,0,1912.1
979,-21.80,154,900,0,0,0,0,1913.7
980,11.60,205,1436,0,0,0,0,1915.5
981,-45.80,155,662,0,0,0,0,1916.8
982,-39.50,145,685,0,0,0,0,1918.3
983,27.00,166,1434,0,0,0,0,1919.8
984,5.50,220,1435,0,0,0,0,1921.9
985,-7.60,253,1433,0,0,0,0,1924.1
986,7.10,165,1231,0,0,0,0,1925.5
987,-7.20,70,708,0,0,0,0,1926.1
988,-17.60,94,698,0,0,0,0,1927.0
989,-11.70,81,707,0,0,0,0,1927.9
990,-31.50,313,1435,0,0,0,0,1930.6
991,-17.80,93,692,0,0,0,0,1931.5
992,-28.40,257,1244,0,0,0,0,1933.9
993,-32.70,316,1434,0,0,0,0,1936.6
994,2.20,228,1433,0,0,0,0,1938.8
995,-19.10,94,683,0,0,0,0,1939.6
996,26.70,167,1435,0,0,0,0,1941.0
997,4.30,223,1434,0,0,0,0,1943.2
998,24.50,172,1433,0,0,0,0,1944.6
999,-65.00,262,900,0,0,0,0,1947.0
1000,16.70,192,1434,0,0,0,0,1948.9
1001,9.10,212,1438,0,0,0,0,1950.8
1002,-29.70,168,873,0,0,0,0,1952.4
1003,-19.90,127,809,0,0,0,0,1953.6
1004,-13.70,81,685,0,0,0,0,1954.2
1005,29.00,162,1435,0,0,0,0,1955.7
1006,35.70,145,1437,0,0,0,0,1957.1
1007,-15.20,83,680,0,0,0,0,1957.7
1008,-16.40,91,700,0,0,0,0,1958.5
1009,7.40,216,1438,0,0,0,0,1960.5
1010,-30.60,132,722,0,0,0,0,1961.7
1011,13.20,201,1435,0,0,0,0,1963.4
1012,38.20,139,1438,0,0,0,0,1964.9
1013,-30.70,159,827,0,0,0,0,1966.4
1014,-13.70,83,695,0,0,0,0,1967.0
1015,-7.10,70,709,0,0,0,0,1967.6
1016,-8.30,73,707,0,0,0,0,1968.4
1017,-13.10,80,687,0,0,0,0,1969.0
1018,32.10,154,1434,0,0,0,0,1970.4
1019,-17.70,119,799,0,0,0,0,1971.4
1020,-9.70,74,699,0,0,0,0,1972.2
1021,-15.60,89,698,0,0,0,0,1973.0
1022,1.30,74,809,0,0,0,0,1973.6
1023,-20.90,131,815,0,0,0,0,1974.7
1024,27.10,167,1436,0,0,0,0,1976.4
1025,-10.80,79,706,0,0,0,0,1977.0
1026,-6.90,69,705,0,0,0,0,1977.8
1027,30.50,158,1434,0,0,0,0,1979.2
1028,-7.20,70,708,0,0,0,0,1979.7
1029,-15.60,88,696,0,0,0,0,1980.6
1030,26.50,168,1435,0,0,0,0,1982.0
1031,16.90,191,1433,0,0,0,0,1983.9
1032,-0.60,236,1435,0,0,0,0,1986.1
1033,-14.30,82,683,0,0,0,0,1986.7
1034,-9.60,77,710,0,0,0,0,1987.5
1035,15.10,196,1434,0,0,0,0,1989.3
1036,-18.80,94,686,0,0,0,0,1990.0
1037,-15.90,85,679,0,0,0,0,1990.8
1038,-1.00,237,1435,0,0,0,0,1993.1
1039,30.90,157,1435,0,0,0,0,1994.6
1040,4.10,224,1435,0,0,0,0,1996.6
1041,27.50,166,1436,0,0,0,0,1998.1
1042,-16.80,138,884,0,0,0,0,1999.4
1043,-32.60,158,804,0,0,0,0,2000.7
1044,7.70,138,1129,0,0,0,0,2002.0
1045,-10.60,76,698,0,0,0,0,2002.7
1046,20.90,183,1438,0,0,0,0,2004.3
1047,-9.40,104,820,0,0,0,0,2005.2
1048,-13.10,81,691,0,0,0,0,2006.1
1049,31.40,155,1434,0,0,0,0,2007.4
1050,-5.30,58,677,0,0,0,0,2008.1
1051,17.60,191,1437,0,0,0,0,2009.8
1052,27.30,166,1436,0,0,0,0,2011.3
1053,44.30,145,1521,0,0,0,0,2012.8
1054,-22.60,156,899,0,0,0,0,2014.2
1055,-49.40,223,898,0,0,0,0,2016.0
1056,-29.90,28,311,0,0,0,0,2016.4
1057,-8.80,121,898,0,0,0,0,2017.5
1058,29.30,182,1521,0,0,0,0,2019.2
1059,-30.00,27,308,0,0,0,0,2019.4
1060,-8.20,72,706,0,0,0,0,2020.1
1061,-85.00,292,818,0,0,0,0,2022.6
1062,-62.30,312,1122,0,0,0,0,2025.6
1063,-95.90,533,1673,0,0,0,0,2030.4
1064,11.60,199,1409,0,0,0,0,2032.1
1065,-15.10,88,701,0,0,0,0,2033.0
1066,-22.40,219,1151,0,0,0,0,2035.0
1067,-7.50,74,722,0,0,0,0,2035.6
1068,14.60,192,1414,0,0,0,0,2037.4
1069,42.60,217,1794,0,0,0,0,2039.2
1070,25.90,122,1245,0,0,0,0,2040.3
1071,-18.80,147,899,0,0,0,0,2041.9
1072,-7.20,74,722,0,0,0,0,2042.4
1073,-24.30,153,867,0,0,0,0,2043.7
1074,3.90,146,1122,0,0,0,0,2045.0
1075,-29.20,27,314,0,0,0,0,2045.4
1076,-10.80,127,898,0,0,0,0,2046.5
1077,-69.70,328,1123,0,0,0,0,2049.4
1078,5.00,144,1126,0,0,0,0,2050.6
1079,3.10,226,1435,0,0,0,0,2052.8
1080,-11.30,109,821,0,0,0,0,2053.8
1081,51.90,195,1799,0,0,0,0,2055.4
1082,19.40,245,1674,0,0,0,0,2057.7
1083,-32.60,163,824,0,0,0,0,2059.3
1084,-29.60,27,312,0,0,0,0,2059.6
1085,-30.00,27,308,0,0,0,0,2059.8
1086,-9.70,69,677,0,0,0,0,2060.5
1087,-86.50,388,1185,0,0,0,0,2064.0
1088,-16.00,140,898,0,0,0,0,2065.3
1089,27.50,165,1433,0,0,0,0,2066.7
1090,-11.60,186,1128,0,0,0,0,2068.5
1091,34.80,142,1415,0,0,0,0,2069.8
1092,-4.80,68,722,0,0,0,0,2070.3
1093,30.90,156,1433,0,0,0,0,2071.6
1094,-9.60,80,722,0,0,0,0,2072.5
1095,-24.20,152,866,0,0,0,0,2073.8
1096,45.20,143,1522,0,0,0,0,2075.0
1097,-13.90,84,695,0,0,0,0,2075.8
1098,-18.70,127,821,0,0,0,0,2077.0
1099,-39.70,146,685,0,0,0,0,2078.3
1100,-9.70,115,861,0,0,0,0,2079.4
1101,35.40,145,1434,0,0,0,0,2080.7
1102,-11.50,112,833,0,0,0,0,2081.8
1103,-6.10,60,677,0,0,0,0,2082.2
1104,-53.00,209,806,0,0,0,0,2084.1
1105,22.10,174,1414,0,0,0,0,2085.6
1106,-6.00,62,688,0,0,0,0,2086.2
1107,-14.20,91,722,0,0,0,0,2087.1
1108,6.50,141,1129,0,0,0,0,2088.4
1109,-2.20,162,1123,0,0,0,0,2089.9
1110,25.30,230,1673,0,0,0,0,2092.0
1111,-12.20,188,1130,0,0,0,0,2093.6
1112,-30.00,27,308,0,0,0,0,2093.8
1113,53.50,191,1797,0,0,0,0,2095.6
1114,-18.90,281,1435,0,0,0,0,2098.1
1115,-20.90,284,1426,0,0,0,0,2100.7
1116,-30.00,27,308,0,0,0,0,2101.0
1117,-30.00,27,308,0,0,0,0,2101.2
1118,-11.80,112,830,0,0,0,0,2102.3
1119,-4.80,68,722,0,0,0,0,2102.8
1120,-52.60,219,850,0,0,0,0,2104.8
1121,40.00,157,1526,0,0,0,0,2106.2
1122,-19.50,131,827,0,0,0,0,2107.3
1123,52.90,194,1805,0,0,0,0,2109.1
1124,32.50,153,1434,0,0,0,0,2110.5
1125,-20.80,104,708,0,0,0,0,2111.5
1126,-10.40,126,898,0,0,0,0,2112.6
1127,-30.60,29,310,0,0,0,0,2112.8
1128,-30.00,27,308,0,0,0,0,2113.0
1129,20.70,183,1436,0,0,0,0,2114.8
1130,32.10,154,1437,0,0,0,0,2116.2
1131,35.60,147,1443,0,0,0,0,2117.4
1132,0.80,255,1526,0,0,0,0,2119.8
1133,-9.20,123,898,0,0,0,0,2120.9
1134,-30.00,27,308,0,0,0,0,2121.1
1135,-30.00,27,308,0,0,0,0,2121.3
1136,70.50,317,2472,0,0,0,0,2124.2
1137,-15.10,83,681,0,0,0,0,2124.8
1138,-12.30,116,841,0,0,0,0,2125.9
1139,27.30,167,1438,0,0,0,0,2127.5
1140,-5.20,161,1188,0,0,0,0,2128.9
1141,-11.00,107,818,0,0,0,0,2130.0
1142,-19.50,304,1519,0,0,0,0,2132.6
1143,12.90,127,1136,0,0,0,0,2133.8
1144,-12.80,120,852,0,0,0,0,2134.9
1145,5.60,243,1526,0,0,0,0,2137.1
1146,47.80,202,1784,0,0,0,0,2139.1
1147,-11.70,113,835,0,0,0,0,2139.9
1148,-8.80,122,898,0,0,0,0,2141.0
1149,-13.90,198,1152,0,0,0,0,2142.9
1150,35.30,236,1797,0,0,0,0,2145.1
1151,-9.50,98,795,0,0,0,0,2145.9
1152,31.80,213,1668,0,0,0,0,2147.8
1153,40.50,224,1799,0,0,0,0,2150.0
1154,-9.00,122,898,0,0,0,0,2151.1
1155,-7.40,100,824,0,0,0,0,2152.1
1156,-140.50,436,837,0,0,0,0,2155.9
1157,-762.10,2005,899,0,0,0,0,2174.0
1158,-21.60,146,868,0,0,0,0,2175.4
1159,-16.00,89,694,0,0,0,0,2176.3
